protein_name_1,protein_name_2,protein_id_1,protein_id_2,discovery date
HDGF,TRMT10C,100375,113394,12/21/2011
MAPK14,HDGF,108300,100375,12/21/2011
HDGF,MRPS27,100375,104980,12/21/2011
HDGF,RPS15A,100375,115434,12/21/2011
EIF2S3,HDGF,100422,100375,12/21/2011
HDGF,MYBBP1A,100375,100142,12/21/2011
HDGF,VWA9,100375,108239,12/21/2011
HDGF,RSL1D1,100375,110361,12/21/2011
HDGF,DHX30,100375,101210,12/21/2011
CBX3,HDGF,113738,100375,12/21/2011
EIF3D,EIF3J,115337,103162,12/21/2011
HDGF,RPL35A,100375,110401,12/21/2011
HDGF,ZC3HAV1,100375,104858,12/21/2011
HDGF,SRP72,100375,107678,12/21/2011
HDGF,SSR1,100375,106421,12/21/2011
HDGF,DRG1,100375,100200,12/21/2011
HDGF,INTS10,100375,109316,12/21/2011
LRRC59,HDGF,103316,100375,12/21/2011
HDGF,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,100375,108386,12/21/2011
EEF2,HDGF,104771,100375,12/21/2011
HDGF,HDAC2,100375,114007,12/21/2011
HDGF,ABCF1,100375,104888,12/21/2011
HDGF,PRSS3,100375,100749,12/21/2011
HDGF,H2AFY2,100375,104471,12/21/2011
HDGF,RCC2,100375,100611,12/21/2011
HDGF,DDX21,100375,101618,12/21/2011
HDGF,FARSB,100375,111844,12/21/2011
HDGF,SUPT16H,100375,104393,12/21/2011
HDGF,PGAM5,100375,106337,12/21/2011
HDGF,SMARCA5,100375,109453,12/21/2011
LYAR,HDGF,101026,100375,12/21/2011
HDGF,HP1BP3,100375,115816,12/21/2011
HDGF,SRSF2,100375,116433,12/21/2011
HDGF,RPL35,100375,112799,12/21/2011
HDGF,RPS11,100375,100538,12/21/2011
HDGF,RFC1,100375,108531,12/21/2011
HDGF,WDR36,100375,101349,12/21/2011
HDGF,EIF2AK2,100375,114927,12/21/2011
HDGF,MAGEB2,100375,108183,12/21/2011
WDR5,HDGF,106577,100375,12/21/2011
HDGF,SRPK1,100375,101000,12/21/2011
HDGF,KRT2,100375,104020,12/21/2011
HDGF,TSR1,100375,115265,12/21/2011
HDGF,RPL17,100375,104927,12/21/2011
HDGF,GTPBP1,100375,103539,12/21/2011
MRPS22,HDGF,101018,100375,12/21/2011
RBM39,HDGF,102768,100375,12/21/2011
HDGF,NOP2,100375,103019,12/21/2011
HDGF,PARP1,100375,113437,12/21/2011
HDGF,EXOSC6,100375,108487,12/21/2011
HDGF,MRTO4,100375,103307,12/21/2011
KIF2A,HDGF,104088,100375,12/21/2011
HDGF,HDAC1,100375,109208,12/21/2011
HDGF,RPA1,100375,104322,12/21/2011
HDGF,SNRPD1,100375,105355,12/21/2011
RAN,HDGF,100374,100375,12/21/2011
HDGF,ZRANB2,100375,105713,12/21/2011
HDGF,PHF6,100375,114318,12/21/2011
HDGF,KRT10,100375,109651,12/21/2011
HDGF,DDX50,100375,114920,12/21/2011
EIF3D,EIF3M,115337,115280,12/21/2011
HDGF,TOP1,100375,109181,12/21/2011
SRSF5,HDGF,104075,100375,12/21/2011
HNRNPA3,HDGF,108356,100375,12/21/2011
HDGF,SMC3,100375,101471,12/21/2011
HDGF,BMS1,100375,110133,12/21/2011
POLDIP3,HDGF,103671,100375,12/21/2011
HDGF,SRSF3,100375,104096,12/21/2011
COIL,VRK1,107918,110554,12/21/2011
HDGF,EXOSC3,100375,110327,12/21/2011
HDGF,HIST1H1C,100375,116517,12/21/2011
HDGF,RBBP4,100375,106420,12/21/2011
HDGF,HIST1H1E,100375,109223,12/21/2011
HDGF,CDK1,100375,107105,12/21/2011
HDGF,BRIX1,100375,107420,12/21/2011
HDGF,RFC4,100375,104156,12/21/2011
HDGF,DNAJA1,100375,101661,12/21/2011
HDGF,EFTUD2,100375,100773,12/21/2011
HDGF,ALYREF,100375,109128,12/21/2011
HDGF,EXOSC2,100375,105876,12/21/2011
HMGA2,HDGF,106526,100375,12/21/2011
HDGF,C7ORF50,100375,114209,12/21/2011
HDGF,HIST1H2BC; HIST1H2BE; HIST1H2BF; HIST1H2BG; HIST1H2BI,100375,108384,12/21/2011
HDGF,SLC25A3,100375,106101,12/21/2011
HIST2H2BE,HDGF,107407,100375,12/21/2011
HDGF,RFC3,100375,102320,12/21/2011
HDGF,HSD17B10,100375,103934,12/21/2011
HDGF,RPL34,100375,104063,12/21/2011
HDGF,CDC5L,100375,102316,12/21/2011
HDGF,BUB3,100375,112822,12/21/2011
HDGF,U2AF1,100375,101303,12/21/2011
DDX1,HDGF,103911,100375,12/21/2011
HDGF,RPL19,100375,115449,12/21/2011
HDGF,ASUN,100375,112584,12/21/2011
HDGF,DDX17,100375,111448,12/21/2011
HIRA,POLR2A,112996,108908,12/23/2011
BARD1,UBE2E1,107714,116041,12/23/2011
CABIN1,POLR2A,100638,108908,12/23/2011
BIRC3,CASP1,101992,100357,12/23/2011
ITCH,LAPTM5,109215,104879,12/23/2011
SMARCA4,MBD3,108198,110696,12/23/2011
BARD1,UBE2K,107714,102661,12/23/2011
GNB1,WDR26,105262,109665,12/23/2011
HDAC3,IRF3,115341,114890,12/23/2011
UBN1,POLR2A,108564,108908,12/23/2011
HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,TRIM33,106408,102132,12/23/2011
GNG2,GNB2L1,107577,101461,12/23/2011
HIRA,UBN1,112996,108564,12/23/2011
SIRT1,NHLH2,109876,111449,12/23/2011
TET1,MBD3,109008,110696,12/23/2011
BARD1,UBE2E3,107714,106384,12/23/2011
H3F3A; H3F3B,UBN1,110209,108564,12/23/2011
RASSF1,MAST2,108193,101862,12/23/2011
UBE2N,BARD1,116023,107714,12/23/2011
MDM2,LATS1,106304,107479,12/23/2011
SYCP3,BRCA2,113743,102655,12/23/2011
CASP1,UBC,100357,106138,12/23/2011
LATS1,MAST2,107479,101862,12/23/2011
WDR26,GNG2,109665,107577,12/23/2011
BARD1,UBE2W,107714,103240,12/23/2011
UBN1,CABIN1,108564,100638,12/23/2011
HDAC3,PIK3R1,115341,105291,12/23/2011
MDM2,UBE2E3,106304,106384,12/23/2011
CASP1,TRAF2,100357,105243,12/23/2011
MDM2,UBE2N,106304,116023,12/23/2011
GBA,HSPA4,111735,105082,12/27/2011
IFIH1,IFIH1,115833,115833,12/27/2011
GBA,HSP90AA1,111735,103493,12/27/2011
PARK2,C1QBP,109451,115894,12/29/2011
PEX5,PEX2,111289,111186,12/30/2011
HCN4,HCN4,109279,109279,12/30/2011
MARK2,RHOA,107065,114365,12/30/2011
PEX7,ACAT1,106212,110120,12/30/2011
TYSND1,ACOX1,101371,106799,12/30/2011
TYSND1,TH,101371,111973,12/30/2011
PEX5,TYSND1,111289,101371,12/30/2011
TYSND1,LONP2,101371,108367,12/30/2011
TYSND1,SCP2,101371,107034,12/30/2011
TYSND1,TYSND1,101371,101371,12/30/2011
PEX5,ZADH2,111289,115834,12/30/2011
ACAD11,PEX5,115926,111289,12/30/2011
PEX5,HSDL2,111289,114650,12/30/2011
AGPS,PEX5,112106,111289,12/30/2011
TYSND1,ECI2,101371,107181,12/30/2011
TYSND1,HSD17B4,101371,110071,12/30/2011
PML,ARIH2,101263,113229,1/1/2012
KRT1,UCHL5,116246,109896,1/1/2012
MAGI3,UBC,112697,106138,1/1/2012
UCHL5,EPPK1,109896,101609,1/1/2012
UCHL5,SERPINB3,109896,114688,1/1/2012
UCHL5,KRT78,109896,111756,1/1/2012
UCHL5,CTSD,109896,109050,1/1/2012
CDK5RAP3,TUBG1,107682,109982,1/1/2012
UCHL5,SET,109896,112625,1/1/2012
TLR2,CLEC7A,101229,109131,1/1/2012
TNF,HNRNPD,116299,110427,1/1/2012
UCHL5,IDE,109896,115086,1/1/2012
UBC,TRPV3,106138,113316,1/1/2012
XIAP,IRF3,107509,114890,1/1/2012
MICALL1,ARF6,107288,113894,1/1/2012
DHX36,ZFP36,115794,108590,1/1/2012
IVL,UCHL5,102244,109896,1/1/2012
KRT26,UCHL5,112895,109896,1/1/2012
UBC,LDHAL6B,106138,107228,1/1/2012
PRDX1,UCHL5,110030,109896,1/1/2012
UBE2D2,VHL,104625,112703,1/1/2012
UCHL5,KRT12,109896,102310,1/1/2012
PRR5L,ZFP36,109908,108590,1/1/2012
ARG1,UCHL5,111688,109896,1/1/2012
BECN1,NEDD4,101004,108146,1/1/2012
KRT19,UCHL5,107412,109896,1/1/2012
UCHL5,PFN1,109896,103884,1/1/2012
KRTCAP2,SNED1,112910,111584,1/1/2012
UCHL5,GSTM3,109896,104094,1/1/2012
CEBPD,SIAH2,109640,114743,1/1/2012
BECN1,ITCH,101004,109215,1/1/2012
TPI1,UCHL5,108682,109896,1/1/2012
S100A7,UCHL5,102512,109896,1/1/2012
HNRNPD,VEGFA,110427,114634,1/1/2012
UCHL5,KRT6B,109896,112475,1/1/2012
UCHL5,PNP,109896,101820,1/1/2012
CASP14,UCHL5,114058,109896,1/1/2012
UCHL5,HBA1; HBA2,109896,112594,1/1/2012
POTEE,UCHL5,101493,109896,1/1/2012
FBXW8,BTRC,107237,100198,1/1/2012
ACTN4,UCHL5,107701,109896,1/1/2012
FBXW8,FBXO4,107237,100966,1/1/2012
SET,TP53,112625,114765,1/1/2012
TP53,UBE2B,114765,110464,1/1/2012
UCHL5,CAP1,109896,111283,1/1/2012
TGM3,UCHL5,114551,109896,1/1/2012
FBXW8,FBXW2,107237,100960,1/1/2012
DCP1B,ZFP36,109333,108590,1/1/2012
TINF2,UBC,114295,106138,1/1/2012
IFI16,SP1,102038,112778,1/1/2012
UCHL5,RAB7A,109896,113366,1/1/2012
UCHL5,FTL,109896,104948,1/1/2012
UCHL5,CDSN,109896,101801,1/1/2012
AMFR,SNED1,109003,111584,1/1/2012
UBE2L6,TIMM8A,100296,108938,1/1/2012
MICALL1,RAB10,107288,111798,1/1/2012
GATA4,EZH2,110123,109421,1/1/2012
UCHL5,CSTA,109896,100770,1/1/2012
SKP2,FBXW8,111049,107237,1/1/2012
PDCD6,KDR,110740,111412,1/1/2012
UCHL5,CYB5A,109896,109841,1/1/2012
UBC,RAB15,106138,107461,1/1/2012
UCHL5,POF1B,109896,114758,1/1/2012
VCP,CD4,111658,107050,1/1/2012
UCHL5,ACTG1,109896,109473,1/1/2012
KRT73,UCHL5,111347,109896,1/1/2012
UCHL5,ANXA8,109896,114514,1/1/2012
UCHL5,KRT28,109896,112898,1/1/2012
UCHL5,DSC3,109896,112347,1/1/2012
UCHL5,CYB5B,109896,109424,1/1/2012
FLG,UCHL5,108342,109896,1/1/2012
UCHL5,HBB,109896,115971,1/1/2012
UCHL5,DSC1,109896,104643,1/1/2012
UCHL5,APOA1,109896,115004,1/1/2012
TLR2,CLEC4M,101229,109955,1/1/2012
KRTCAP2,DDOST,112910,103147,1/1/2012
UCHL5,DSP,109896,101411,1/1/2012
SRXN1,UCHL5,104251,109896,1/1/2012
AKR1B1,PRMT2,109875,104606,1/1/2012
FBXW8,FBXW8,107237,107237,1/1/2012
UCHL5,NACA,109896,115124,1/1/2012
BANP,PARP1,110704,113437,1/1/2012
KRT10,UCHL5,109651,109896,1/1/2012
CAPZA1,UCHL5,115160,109896,1/1/2012
ACTC1,UCHL5,109417,109896,1/1/2012
UCHL5,SERPINB12,109896,106404,1/1/2012
ACTB,UCHL5,112552,109896,1/1/2012
MICALL1,RAB35,107288,111814,1/1/2012
EEF2,UCHL5,104771,109896,1/1/2012
FGFR1,HTR1A,101160,109657,1/1/2012
WWTR1,KLF5,109443,113490,1/1/2012
PARK2,ARIH1,109451,111678,1/1/2012
UBE2M,CUL7,102662,107170,1/1/2012
UCHL5,ANP32E,109896,113064,1/1/2012
ZDHHC7,ESR1,102934,102503,1/1/2012
CASK,ARIH1,100295,111678,1/1/2012
S100A16,UCHL5,108035,109896,1/1/2012
POTEF,UCHL5,107626,109896,1/1/2012
RANBP9,TRAF6,105101,113106,1/1/2012
PKP1,UCHL5,100031,109896,1/1/2012
UCHL5,EIF4A1,109896,105948,1/1/2012
EZH1,GATA4,112038,110123,1/1/2012
HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,UCHL5,108386,109896,1/1/2012
ESR1,ZDHHC21,102503,106257,1/1/2012
SERPINB5,UCHL5,110022,109896,1/1/2012
UBE2B,MDM2,110464,106304,1/1/2012
ASPRV1,UCHL5,106310,109896,1/1/2012
UCHL5,EEF1G,109896,104211,1/1/2012
N4BP2,N4BP2,107167,107167,1/1/2012
APOB,UCHL5,109691,109896,1/1/2012
PRDX2,UCHL5,106043,109896,1/1/2012
PSMC3,UBD,115941,112022,1/1/2012
TCP1,FBXW8,115942,107237,1/1/2012
XIAP,IKBKE,107509,101861,1/1/2012
EP300,BANP,101265,110704,1/1/2012
UCHL5,HSPB1,109896,107064,1/1/2012
UCHL5,PKM,109896,102392,1/1/2012
RNF34,PPARGC1A,108398,116381,1/1/2012
CLEC7A,SOCS1,109131,102187,1/1/2012
AMFR,DDOST,109003,103147,1/1/2012
UCHL5,CFL1,109896,111334,1/1/2012
HSPA4,FBXW8,105082,107237,1/1/2012
TINF2,SIAH2,114295,114743,1/1/2012
HUWE1,RASSF1,105701,108193,1/1/2012
UCHL5,ANXA4,109896,105553,1/1/2012
UCHL5,FTH1,109896,104949,1/1/2012
UCHL5,PRDX3,109896,101070,1/1/2012
UCHL5,TXN,109896,108825,1/1/2012
UCHL5,KRT9,109896,115056,1/1/2012
UCHL5,KRT80,109896,108460,1/1/2012
UCHL5,PRDX6,109896,101072,1/1/2012
HSPA5,UCHL5,107269,109896,1/1/2012
ZFP36,DNAJB1,108590,110747,1/1/2012
ELAVL1,TNF,112400,116299,1/1/2012
FBXW8,HSP90AA1,107237,103493,1/1/2012
UCHL5,YWHAZ,109896,111046,1/1/2012
CUEDC2,SOCS3,102876,107432,1/2/2012
SIRT1,RICTOR,109876,103723,1/2/2012
UBE2L3,ATXN3,109415,101287,1/2/2012
HTT,SNCA,105787,106830,1/2/2012
CTNNB1,NR5A2,111577,111520,1/3/2012
PIAS2,TRAF2,110095,105243,1/3/2012
RAC1,BIRC2,104701,114328,1/4/2012
PML,TBX2,101263,104695,1/4/2012
PML,RBL2,101263,110508,1/4/2012
TWIST1,PPP2CA,105495,113865,1/4/2012
XIAP,RAC1,107509,104701,1/4/2012
LATS2,SNAI1,103768,107734,1/4/2012
XIAP,RAC2,107509,102089,1/4/2012
PML,TBX3,101263,109941,1/4/2012
BRAP,TWIST1,111644,105495,1/4/2012
RAC3,XIAP,104550,107509,1/4/2012
E2F4,PML,110767,101263,1/4/2012
TWIST1,SETD8,105495,101237,1/4/2012
TWIST1,HES6,105495,103238,1/4/2012
CUL1,BCL6,111823,111043,1/5/2012
FBXO11,BCL6,100921,111043,1/5/2012
BCL6,SKP1,111043,100881,1/5/2012
TCL1A,ATM,111397,115411,1/5/2012
STAT3,DIRAS3,114621,105935,1/5/2012
CTNNB1,NUP98,111577,115752,1/6/2012
CTNNB1,RANBP2,111577,108515,1/6/2012
LBR,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,107375,108386,1/6/2012
CTNNB1,NUP153,111577,108514,1/6/2012
NUP62,CTNNB1,103874,111577,1/6/2012
LBR,HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,107375,106408,1/6/2012
SMURF2,RNF20,104677,104822,1/8/2012
HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,PRMT7,106408,112589,1/8/2012
NDFIP1,NEDD4L,102535,114059,1/9/2012
RUNX2,PPM1D,106991,108980,1/10/2012
HUWE1,PCNA,105701,111379,1/10/2012
EPHA2,INPPL1,109224,106709,1/11/2012
EPHA1,INPPL1,113977,106709,1/11/2012
MORF4L1,PALB2,111794,113168,1/11/2012
INPPL1,EFNA1,106709,106454,1/11/2012
FGF8,FGFR1,111659,101160,1/11/2012
HIF1A,USP19,102040,112808,1/13/2012
SIAH1,USP19,101885,112808,1/13/2012
UHRF1,HIST3H3,103553,115562,1/13/2012
CDC14A,CDC6,103982,115681,1/13/2012
SIAH2,USP19,114743,112808,1/13/2012
SH3RF2,RAC1,115990,104701,1/13/2012
CDC14A,CHRM1,103982,108746,1/13/2012
SH3RF1,SH3RF2,108903,115990,1/13/2012
TFF1,SIGLEC8,109149,110617,1/15/2012
PVRL4,PVRL2,115121,107492,1/15/2012
CEACAM7,CEACAM6,100284,103818,1/15/2012
CD160,TNFRSF14,111286,100804,1/15/2012
NTM,NTM,113695,113695,1/15/2012
JAM2,JAM2,100650,100650,1/15/2012
TNFRSF12A,PVR,103295,114183,1/15/2012
NEGR1,NEGR1,109761,109761,1/15/2012
CARTPT,CEACAM6,111942,103818,1/15/2012
CXADR,CXADR,115343,115343,1/15/2012
TIGIT,PVRL4,110989,115121,1/15/2012
CEACAM6,CEACAM6,103818,103818,1/15/2012
TFF1,BTNL8,109149,103264,1/15/2012
CLMP,CLMP,110772,110772,1/15/2012
TFF1,FCRL4,109149,102332,1/15/2012
LSAMP,LSAMP,101459,101459,1/15/2012
PVRL3,TIGIT,113514,110989,1/15/2012
IGSF11,IGSF11,102610,102610,1/15/2012
LAIR1,LAIR1,115625,115625,1/15/2012
CD80,NGFR,101651,109556,1/15/2012
CEACAM1,CARTPT,110194,111942,1/15/2012
PSG5,TIE1,114966,103904,1/15/2012
NTM,LSAMP,113695,101459,1/15/2012
AMICA1,CXADR,113921,115343,1/15/2012
LSAMP,NEGR1,101459,109761,1/15/2012
ESAM,ESAM,104911,104911,1/15/2012
TNFRSF12A,PVRL2,103295,107492,1/15/2012
TFF1,BTN3A1,109149,111521,1/15/2012
PVRL2,TIGIT,107492,110989,1/15/2012
CD80,CD274,101651,116226,1/15/2012
CEACAM7,CEACAM1,100284,110194,1/15/2012
JAM3,JAM3,114947,114947,1/15/2012
NEGR1,NTM,109761,113695,1/15/2012
CEACAM5,CEACAM6,102430,103818,1/15/2012
CEACAM6,CEACAM8,103818,108442,1/15/2012
TIGIT,PVR,110989,114183,1/15/2012
CEACAM5,CEACAM1,102430,110194,1/15/2012
MPZL3,MPZL2,113408,110942,1/15/2012
CD300LD,TFF1,114394,109149,1/15/2012
FCRL4,TFF2,102332,113027,1/15/2012
MDM2,ERBB3,106304,110297,1/15/2012
NDP,LGALS8,110663,112893,1/15/2012
RPRD1B,POLR2A,111687,108908,1/17/2012
SMARCA4,TBX5,108198,101323,1/17/2012
UBQLN1,BCL2L10,109087,108803,1/17/2012
KDM6A,GATA4,115699,110123,1/17/2012
KDM6A,SRF,115699,107795,1/17/2012
KDM6A,SMARCA4,115699,108198,1/17/2012
KDM6A,TBX5,115699,101323,1/17/2012
ROCK1,MYBPH,110011,104691,1/18/2012
MYOD1,SMARCD3,106162,107821,1/18/2012
MAPK14,SMARCD3,108300,107821,1/18/2012
SLIRP,LRPPRC,101433,105475,1/18/2012
HIF1A,ARRB1,102040,100298,1/19/2012
CAMP,IGF1R,105842,104790,1/19/2012
DNM1L,PGAM5,110932,106337,1/20/2012
TP53,SREBF2,114765,110621,1/20/2012
CDC27,MCPH1,109903,102097,1/20/2012
PGAM5,RIPK1,106337,109207,1/20/2012
SREBF1,TP53,110021,114765,1/20/2012
PGAM5,PGAM5,106337,106337,1/20/2012
ATP7A,COMMD1,104810,103940,1/20/2012
PIAS2,GNB2L1,110095,101461,1/20/2012
RIPK3,MLKL,116438,104083,1/20/2012
RIPK3,PGAM5,116438,106337,1/20/2012
MALT1,PYCARD,113909,112846,1/22/2012
CARD9,CASP8,109027,100527,1/22/2012
PYCARD,CARD9,112846,109027,1/22/2012
FANCE,FAAP20,111653,104032,1/22/2012
FAAP20,FANCD2,104032,114568,1/22/2012
FICD,FICD,101673,101673,1/22/2012
CHEK2,RNF8,108135,110969,1/22/2012
XRCC5,RNF8,106516,110969,1/22/2012
FICD,RAC1,101673,104701,1/22/2012
CASP8,BCL10,100527,115009,1/22/2012
MALT1,CARD9,113909,109027,1/22/2012
PYCARD,BCL10,112846,115009,1/22/2012
MALT1,CASP8,113909,100527,1/22/2012
FAAP20,FANCC,104032,107452,1/22/2012
FICD,CDC42,101673,110613,1/22/2012
FAAP20,FANCA,104032,110994,1/22/2012
NTRK2,NTRK2,101480,101480,1/24/2012
CTDNEP1,CNEP1R1,106040,108252,1/27/2012
PRMT5,TLE4,108810,106896,1/27/2012
KLF4,VHL,105903,112703,1/27/2012
KLF4,TCEB2,105903,114702,1/27/2012
PPM1B,TLE4,109156,106896,1/27/2012
ZBTB7B,RELA,109381,116233,1/27/2012
KLF4,CUL2,105903,111824,1/27/2012
TLE4,WDR77,106896,109297,1/27/2012
CEBPZ,RELA,102823,116233,1/27/2012
EP300,SPHK1,101265,101851,1/27/2012
WTIP,EGLN3,107526,107305,1/29/2012
EGLN2,AJUBA,108086,112423,1/29/2012
LIMD1,VHL,113063,112703,1/29/2012
VHL,EGLN1,112703,101436,1/29/2012
AJUBA,VHL,112423,112703,1/29/2012
WTIP,EGLN2,107526,108086,1/29/2012
PYCARD,SQSTM1,112846,109751,1/29/2012
EGLN1,LIMD1,101436,113063,1/29/2012
EGLN2,TRIP6,108086,113450,1/29/2012
LPP,VHL,105726,112703,1/29/2012
AIM2,BECN1,112084,101004,1/29/2012
AJUBA,EGLN3,112423,107305,1/29/2012
LPP,EGLN2,105726,108086,1/29/2012
AIM2,SQSTM1,112084,109751,1/29/2012
VHL,ZYX,112703,105756,1/29/2012
LIMD1,EGLN2,113063,108086,1/29/2012
VHL,WTIP,112703,107526,1/29/2012
LIMD1,EGLN3,113063,107305,1/29/2012
BECN1,PYCARD,101004,112846,1/29/2012
RALB,PYCARD,112982,112846,1/29/2012
FLNA,TRIM24,114806,113096,1/31/2012
FLNA,POLR1C,114806,113099,1/31/2012
H2AFX,MCPH1,113889,102097,2/1/2012
EP300,HBP1,101265,108453,2/1/2012
VPRBP,TP53,116293,114765,2/1/2012
OTUB1,MDM2,116617,106304,2/1/2012
VCP,EEA1,111658,113655,2/1/2012
CFTR,ACTB,110936,112552,2/1/2012
AICDA,TCP1,102004,115942,2/1/2012
CBX7,HMGA1,105282,103831,2/1/2012
TNFRSF10B,TNFAIP3,100724,111292,2/1/2012
POLR1A,UBTF,115093,108735,2/1/2012
AICDA,HSP90AB1,102004,111698,2/1/2012
SMARCA5,POLR1A,109453,115093,2/1/2012
AICDA,CCT4,102004,115294,2/1/2012
CFTR,KRT18,110936,109192,2/1/2012
TNFSF10,TNFAIP3,101646,111292,2/1/2012
L1CAM,CANX,111925,106091,2/1/2012
POLR1A,MYBBP1A,115093,100142,2/1/2012
H2AFX,ATR,113889,105506,2/1/2012
REST,GRIA2,106285,101431,2/1/2012
TNFRSF10B,TRAF2,100724,105243,2/1/2012
YWHAE,MLF1,103095,103491,2/1/2012
HDAC1,VPRBP,109208,116293,2/1/2012
CALCRL,RAMP2,110038,109647,2/1/2012
NFATC2,SUV39H1,110012,109564,2/1/2012
AICDA,BAG2,102004,115498,2/1/2012
RIPK1,TNFSF10,109207,101646,2/1/2012
ADM,CALCRL,109537,110038,2/1/2012
RNF20,CDC73,104822,105568,2/1/2012
USP4,TRAF6,114876,113106,2/1/2012
ST14,PDGFC,103630,103170,2/1/2012
CFTR,KRT10,110936,109651,2/1/2012
ANKRD32,RAD18,108179,110634,2/1/2012
CYP3A4,PRKCA,101277,107106,2/1/2012
DNAJA1,AICDA,101661,102004,2/1/2012
TRIM13,SQSTM1,109082,109751,2/1/2012
VPRBP,ATR,116293,105506,2/1/2012
SLC5A7,UBC,109442,106138,2/1/2012
ACVRL1,HSP90AA1,109485,103493,2/1/2012
SLC5A7,NEDD4,109442,108146,2/1/2012
HBP1,CREBBP,108453,107061,2/1/2012
RASSF5,HIPK1,105719,109433,2/1/2012
CFTR,VIM,110936,115359,2/1/2012
PRKCG,DDX58,110669,106050,2/1/2012
CYP3A4,PRKACA,101277,101383,2/1/2012
PELP1,NOL9,108285,112673,2/1/2012
AICDA,DNAJA3,102004,104772,2/1/2012
CFTR,DSG1,110936,105143,2/1/2012
CFTR,KRT9,110936,115056,2/1/2012
ZBED1,ATRX,103788,103617,2/1/2012
DDX58,PRKCA,106050,107106,2/1/2012
PELP1,RPL26,108285,115870,2/1/2012
