protein_name_1,protein_name_2,protein_id_1,protein_id_2,discovery date
F13B,F13A1,111241,114122,1/5/1989
F13A1,F13A1,114122,114122,1/5/1989
CGA,CGB; CGB5; CGB7; CGB8,108714,100069,2/15/1989
,IGLC1,103509,105617,3/1/1989
IL1B,A2M,110695,108859,4/5/1989
ITGA6,ITGB4,106266,114475,4/15/1989
ITGA6,ITGB1,106266,101292,4/15/1989
SOD2,SOD2,100503,100503,4/20/1989
PDGFRB,PDGFRA,116248,107399,5/25/1989
PDGFRA,PDGFRA,107399,107399,5/25/1989
PYCR1,PYCR1,113566,113566,6/5/1989
SPARC,COL5A1,106522,103990,7/1/1989
COL3A1,SPARC,109107,106522,7/1/1989
ACTN1,MAP2,115233,116169,7/1/1989
SPARC,COL1A1,106522,105417,7/1/1989
MAP2,TUBA1A,116169,104755,7/1/1989
PDGFRA,PDGFB,107399,114559,7/1/1989
SPARC,PLG,106522,107516,7/1/1989
PDGFRA,PDGFA,107399,104955,7/1/1989
F2,THBD,112341,108435,7/5/1989
SERPINA5,PROC,107597,116124,8/1/1989
F11,SERPINA5,107749,107597,8/1/1989
PLAT,SERPINA5,103210,107597,8/1/1989
KLKB1,SERPINA5,114402,107597,8/1/1989
MDH2,FH,106598,107221,8/1/1989
TCF3,TCF3,101412,101412,8/11/1989
IL6ST,IL6R,108176,100587,8/11/1989
IL6,IL6R,112776,100587,8/11/1989
PDGFRB,RAF1,116248,103651,8/25/1989
CCNB1,CDK1,100670,107105,9/8/1989
LRP1,APOE,103717,115003,9/14/1989
VTN,POMC,103767,107809,9/15/1989
PKM,PKM,102392,102392,10/1/1989
EGFR,EGF,112630,102250,10/6/1989
CRP,SNRNP70,108701,110383,10/15/1989
BAP1,UBC,100643,106138,10/17/1989
UBC,UCHL1,106138,110630,10/17/1989
C5,C6,104491,105409,10/25/1989
DHX16,SNRNP40,104572,107706,11/1/1989
PRKAR2A,MAP2,105508,116169,11/1/1989
ITGB3,THBS1,102702,109033,11/1/1989
DHX16,SNRNP27,104572,104188,11/1/1989
CXCL8,CXCL8,115371,115371,11/15/1989
SP1,SP1,112778,112778,12/1/1989
CSF2RA,CSF2,106405,113411,12/1/1989
LPA,FN1,104506,104307,12/20/1989
CSNK2A1,PPP1R1B,110721,110579,12/25/1989
ERBB2,ERBB2,110434,110434,1/1/1990
DPEP1,DPEP1,102694,102694,1/15/1990
CD3G,CD3E,100787,115639,2/1/1990
SRP14,SRP9,108696,113183,2/1/1990
CST3,C4A,104493,114108,2/1/1990
,IGLC1,112696,105617,2/1/1990
HSPA8,REL,108948,100757,3/1/1990
CLTA,CLTC,102237,106373,3/5/1990
F10,F5,107520,103875,3/5/1990
COL1A1,ITGB1,105417,101292,3/25/1990
ITGA2,COL1A1,108151,105417,3/25/1990
JUN,ATF2,100991,101223,4/1/1990
TCF3,MYOG,101412,106163,4/1/1990
NFKB1,SRF,105528,107795,4/1/1990
SRF,SRF,107795,107795,4/1/1990
ELSPBP1,MYOG,113781,106163,4/1/1990
POLR2B,BTF3,113849,103922,4/5/1990
CDK1,ABL1,107105,104641,4/13/1990
ITGAV,ITGB1,105692,101292,4/15/1990
TNFRSF1B,TNF,112376,116299,4/20/1990
SERPINE1,PLAT,110672,103210,5/1/1990
CD2,PTPRC,101902,111903,5/3/1990
C1S,C1R,113438,112343,5/15/1990
C1QA,C1R,108705,112343,5/15/1990
LTA,TNFRSF1B,116300,112376,5/25/1990
CNN1,MYO1A,115349,100900,6/15/1990
ANK1,SPTB,102140,108101,6/25/1990
CSNK2A1,CSNK2A1,110721,110721,7/1/1990
FBP1,FBP1,115768,115768,7/1/1990
CD80,CD28,101651,107752,7/1/1990
ITGB5,ITGAV,107325,105692,7/5/1990
ITGB3,FN1,102702,104307,7/5/1990
ITGB3,VTN,102702,103767,7/5/1990
ITGB3,ITGAV,102702,105692,7/5/1990
ITGAV,VWF,105692,103887,7/5/1990
ITGB3,VWF,102702,103887,7/5/1990
ITGB5,VTN,107325,103767,7/5/1990
FN1,ITGAV,104307,105692,7/5/1990
ITGAV,VTN,105692,103767,7/5/1990
ITGB1,ACTN1,101292,115233,8/1/1990
MYF5,TCF3,100333,101412,8/16/1990
MYF5,ELSPBP1,100333,113781,8/16/1990
C1S,C1S,113438,113438,8/25/1990
ICAM1,IL2RA,106857,110688,9/1/1990
CD74,CD74,103320,103320,9/1/1990
FLNA,FLNA,114806,114806,9/1/1990
CALM1; CALM2; CALM3,MAPT,102031,113557,9/3/1990
DNASE1,ACTA1,111465,111566,9/6/1990
HSPA8,CLTA,108948,102237,9/7/1990
NPR3,NPPA,111800,113985,9/14/1990
TGFB1,APP,102253,104269,9/14/1990
APP,TGFB2,104269,103351,9/14/1990
CD14,LBP,104703,105235,9/21/1990
A2M,AMBP,108859,100044,9/25/1990
IFITM1,CD81,104436,107018,10/1/1990
TNFRSF1A,LTA,113149,116300,10/1/1990
MIOX,MIOX,104202,104202,10/24/1990
HEXB,HEXB,100601,100601,11/1/1990
UBA1,UBE2K,102745,102661,12/1/1990
ANXA2,S100A10,101594,115587,12/1/1990
GTF2A1,TBP,104178,107088,12/1/1990
CSF2,CSF2,113411,113411,12/1/1990
CSF2,CSF2RB,113411,104297,12/1/1990
KLK3,SERPINA1,108142,100240,12/27/1990
KLK3,A2M,108142,108859,12/27/1990
SYK,SLC4A1,114134,108083,1/30/1991
CSTB,CST3,104952,104493,2/1/1991
HIST1H1A,CRP,112044,108701,2/5/1991
CRP,HIST2H2AC,108701,107406,2/5/1991
FTH1,FTH1,104949,104949,2/7/1991
GSK3B,JUN,111112,100991,2/8/1991
MET,HGF,109976,113835,2/15/1991
IL2,IL2RA,109007,110688,2/15/1991
F11,F11,107749,107749,2/26/1991
LRRC23,CD28,101806,107752,3/1/1991
PRKACA,VTN,101383,103767,3/1/1991
MAX,MAX,103544,103544,3/8/1991
MYCL,MAX,106594,103544,3/8/1991
MYCN,MAX,110827,103544,3/8/1991
RB1,RBBP7,101623,107735,3/14/1991
PTN,ALK,112114,101099,3/15/1991
HMGB1,CDK1,116394,107105,3/28/1991
IFNA1; IFNA13,CR2,109323,110251,4/1/1991
NPPB,NPR3,102757,111800,4/5/1991
NPPC,NPR3,102170,111800,4/5/1991
NGF,NTRK1,102247,110437,4/5/1991
NEFL,MAP2,109486,116169,4/15/1991
FOSL1,ATF4,112809,100759,5/1/1991
JUN,ATF4,100991,100759,5/1/1991
CR1,CR2,108543,110251,5/1/1991
FOS,ATF4,106563,100759,5/1/1991
RASA1,LCK,108344,100170,5/1/1991
FOS,ATF2,106563,101223,5/1/1991
ATF3,JUN,104665,100991,5/1/1991
IGF1,IGF1R,108656,104790,5/15/1991
IL16,CD4,100287,107050,6/1/1991
HNF1A,HNF1A,106453,106453,6/1/1991
HNF1A,HNF1B,106453,110882,6/1/1991
LCK,IL2RB,100170,103935,6/14/1991
CD27,CD5,108121,115306,6/20/1991
CD5,CD72,115306,114622,6/20/1991
CALD1,PRKACA,108258,101383,6/25/1991
NFKB1,RELA,105528,116233,7/1/1991
CHRNE,CHRNA1,108845,115061,7/4/1991
FCN3,FCN3,112188,112188,7/12/1991
ABL1,BCR,104641,112391,7/12/1991
PROS1,C4BPA,115545,103765,7/12/1991
MAPK1,MAPK1,108691,108691,7/15/1991
EIF2AK2,EIF2S1,114927,105854,7/31/1991
EIF2AK3,EIF2S1,104424,105854,7/31/1991
ERBB2,PLCG1,110434,101146,8/1/1991
PRKACA,ITGA2B,101383,104496,8/5/1991
ITGA2B,CAMK2A,104496,102659,8/5/1991
AKAP5,PRKAR2A,116549,105508,8/5/1991
CR2,ANXA6,110251,109561,8/15/1991
CALM1; CALM2; CALM3,MIP,102031,107782,9/1/1991
GP6,YES1,111934,102905,9/1/1991
FYN,GP6,109836,111934,9/1/1991
CD36,LYN,102827,102912,9/1/1991
CD36,YES1,102827,102905,9/1/1991
HLA-G,CD8A,100234,106677,9/1/1991
CEBPA,CEBPB,109638,108862,9/1/1991
FYN,CD36,109836,102827,9/1/1991
GP6,LYN,111934,102912,9/1/1991
CEBPD,CEBPB,109640,108862,9/1/1991
PLG,HMGB1,107516,116394,9/5/1991
CXCL8,CXCR1,115371,110956,9/13/1991
CDK1,CCNE1,107105,115243,9/20/1991
SRC,RASA1,107525,108344,10/1/1991
IL1B,CMA1,110695,106014,10/1/1991
MET,MET,109976,109976,10/1/1991
FGFR1,PLCG1,101160,101146,10/1/1991
FYN,PDGFRB,109836,116248,10/1/1991
LGALS3,LGALS3BP,104165,110722,10/5/1991
SAG,RHO,111856,105856,10/5/1991
FGB,NID1,111296,116182,10/5/1991
NID1,FGA,116182,111294,10/5/1991
AMD1,AMD1,104760,104760,10/5/1991
CTNNA1,CDH3,111578,104811,10/15/1991
PGF,PGF,114512,114512,10/15/1991
PTPRC,DPP4,111903,110104,10/15/1991
ITGB8,ITGAV,101164,105692,10/15/1991
MAPK1,JUN,108691,100991,10/17/1991
MAPK9,JUN,111089,100991,10/17/1991
JUN,MAPK10,100991,104954,10/17/1991
MAPK3,JUN,101159,100991,10/17/1991
CSNK2B,CSNK2B,113204,113204,10/25/1991
IFNA2,IFNAR1,101558,109745,10/25/1991
IL1R2,IL1RN,102065,114064,10/25/1991
IFNB1,IFNAR1,105872,109745,10/25/1991
CASP1,IL1B,100357,110695,11/1/1991
CCNA2,CDK1,110901,107105,11/1/1991
CD4,PTPRC,107050,111903,11/15/1991
CPB2,PLG,114968,107516,11/15/1991
CD8A,PTPRC,106677,111903,11/15/1991
MAPT,UBC,113557,106138,11/15/1991
PLA2G2A,PLA2G2A,103828,103828,11/15/1991
RAN,RCC1,100374,107645,12/1/1991
UBE3A,TP53,109720,114765,12/1/1991
CDK1,RB1,107105,101623,12/1/1991
NPR1,NPPC,115539,102170,12/5/1991
NPPB,NPR1,102757,115539,12/5/1991
NPR1,NPPA,115539,113985,12/5/1991
BRAF,BRAF,102025,102025,12/15/1991
PRKACA,POU2F1,101383,103433,12/20/1991
CDC25A,CCNB1,107779,100670,12/20/1991
CDC25C,CCNB1,107778,100670,12/20/1991
LIFR,OSM,105472,111236,1/1/1992
CSNK2A1,SRF,110721,107795,1/1/1992
FGFR2,FGF7,100913,107950,1/1/1992
CCNA2,RBL1,110901,115645,1/3/1992
GP1BA,GP5,101596,106356,1/5/1992
SEMA4D,SEMA4D,115800,115800,1/15/1992
IL5,IL5RA,106979,107903,2/1/1992
CD2,CD53,101902,107103,2/1/1992
ENG,ENG,111140,111140,2/1/1992
TGFB1,THBS1,102253,109033,2/1/1992
CSF1,CSF1,106724,106724,2/5/1992
IDE,IGF2,115086,103332,2/5/1992
IDE,IGF1,115086,108656,2/5/1992
JUN,MYOD1,100991,106162,2/7/1992
SPARC,PDGFB,106522,114559,2/15/1992
SRC,HSP90AA1,107525,103493,2/15/1992
CEBPB,CEBPB,108862,108862,2/15/1992
DMD,ACTA1,110763,111566,2/17/1992
VEGFA,FLT1,114634,116555,2/21/1992
LTF,CALM1; CALM2; CALM3,109243,102031,2/24/1992
THY1,THY1,111869,111869,3/1/1992
PICALM,DDIT3,114327,112932,3/1/1992
KHDRBS1,CRK,114976,114441,3/1/1992
BAX,BAX,101534,101534,3/1/1992
KHDRBS1,RASA1,114976,108344,3/1/1992
PIK3R1,PDGFRB,105291,116248,3/1/1992
KHDRBS1,SRC,114976,107525,3/1/1992
DCN,COL6A1,105560,101227,3/15/1992
RASA1,YES1,108344,102905,3/15/1992
MAPK3,TH,101159,111973,3/15/1992
TH,MAPK1,111973,108691,3/15/1992
ATF4,CEBPG,100759,112444,3/24/1992
FN1,ITGA5,104307,103010,3/25/1992
FN1,ITGB6,104307,103190,3/25/1992
IL7,IL7R,101771,115038,4/1/1992
RASA1,PDGFRB,108344,116248,4/1/1992
IGHD,IGHD,109478,109478,4/1/1992
RARA,RXRA,114548,101747,4/1/1992
FN1,ITGB7,104307,101163,4/1/1992
THRA,RXRA,105778,101747,4/1/1992
HSPB1,CRYAB,107064,107641,4/15/1992
PRKCE,KRT8,113018,109189,5/1/1992
PRKCE,KRT18,113018,109192,5/1/1992
RASA1,ABL1,108344,104641,5/1/1992
LRPAP1,LRP1,110164,103717,5/5/1992
FGA,F2,111294,112341,5/15/1992
TYMP,TYMP,107135,107135,5/15/1992
LCK,THY1,100170,111869,6/15/1992
IMPA1,IMPA1,110803,110803,6/15/1992
PIK3R1,ERBB2,105291,110434,6/15/1992
MAPK4,MAPK4,102513,102513,6/15/1992
THY1,FYN,111869,109836,6/15/1992
PRKACA,CFTR,101383,110936,6/25/1992
HSPA4,HSF1,105082,106374,7/1/1992
JUN,JUN,100991,100991,7/1/1992
SOD1,SOD1,114740,114740,7/1/1992
CCNA1,CDK1,114114,107105,7/1/1992
TP53,MDM2,114765,106304,7/2/1992
CD59,CD8A,105392,106677,7/5/1992
C9,CD59,102087,105392,7/5/1992
AKAP13,PRKAR2A,107943,105508,7/5/1992
ANXA11,S100A6,115297,110486,7/6/1992
S100P,S100P,104627,104627,7/15/1992
RB1,ATF2,101623,101223,7/23/1992
SPTA1,SPTB,112468,108101,7/25/1992
JUP,CDH2,106662,111747,8/1/1992
CDH1,JUP,107212,106662,8/1/1992
MYBPC1,TTN,105369,107855,8/1/1992
CSF2RB,IL5,104297,106979,8/1/1992
GRB2,EGFR,113112,112630,8/7/1992
ABL1,SH3BP1,104641,109113,8/7/1992
SH3BP1,CRK,109113,114441,8/7/1992
SH3BP1,SRC,109113,107525,8/7/1992
NFKB1,NFKB1,105528,105528,8/11/1992
PLAT,LRP1,103210,103717,8/15/1992
CXCR2,CXCL1,110955,107952,8/15/1992
C7,C5,100182,104491,8/25/1992
GSK3B,PRKCB,111112,107209,8/25/1992
NFKB1,CEBPB,105528,108862,9/1/1992
GSTM3,GSTM3,104094,104094,9/1/1992
GSTM4,GSTM4,103711,103711,9/1/1992
E2F1,RB1,105610,101623,9/1/1992
GSTA1,GSTA1,108126,108126,9/1/1992
JUN,CSNK2A1,100991,110721,9/4/1992
RAF1,MAP2K1,103651,103218,9/4/1992
NR2F1,GTF2B,104435,114541,9/5/1992
PIK3R1,IRS1,105291,115660,9/5/1992
IGHG4,IGKC,100884,112593,9/5/1992
IGHG1,IGKC,104596,112593,9/5/1992
U2AF1,U2AF2,101303,103483,9/15/1992
HLA-B,B2M,110681,109054,9/18/1992
TGFB1,ENG,102253,111140,9/25/1992
COL10A1,ANXA5,112307,107802,9/28/1992
ANXA5,COL2A1,107802,105413,9/28/1992
KDR,VEGFA,111412,114634,9/30/1992
IGFBP3,IGF1,104166,108656,10/1/1992
JUNB,FOS,115087,102999,10/1/1992
GHRH,GHRHR,114130,108017,10/1/1992
FBLN1,FN1,109112,104307,10/5/1992
CSNK2A1,CDK1,110721,107105,10/5/1992
MEF2A,MYOG,106056,106163,10/15/1992
PIK3R1,KIT,105291,115140,10/20/1992
PPP2R2A,PPP2CA,114790,113865,10/25/1992
PPP2R2A,PPP2R1B,114790,115271,10/25/1992
CR2,IFITM1,110251,104436,11/1/1992
PDGFRB,PLCG1,116248,101146,11/1/1992
CD19,IFITM1,110917,104436,11/1/1992
CSNK2A1,MYCN,110721,110827,11/1/1992
PPP2CA,PPP2R5C,113865,102478,11/1/1992
CR2,CD19,110251,110917,11/1/1992
CR2,CD81,110251,107018,11/1/1992
PDGFB,PDGFB,114559,114559,11/1/1992
CD19,CD81,110917,107018,11/1/1992
MYOD1,HSP90AA1,106162,103493,11/1/1992
FEN1,PCNA,107957,111379,11/1/1992
PSMB8,PSMB8,114259,114259,11/5/1992
RASA1,EGFR,108344,112630,11/15/1992
FDX1,CYP11A1,114757,116217,11/15/1992
SLC2A1,SLC2A1,105287,105287,11/25/1992
INSR,RASA1,113554,108344,11/25/1992
HLA-A,B2M,105214,109054,11/26/1992
SST,SSTR3,107898,109145,12/1/1992
DCN,C1QA,105560,108705,12/1/1992
ADCYAP1,SCTR,103576,104883,12/1/1992
EGF,PIK3R2,102250,106673,12/1/1992
PDGFRB,PIK3R2,116248,106673,12/1/1992
PDGFRB,ATP6V0C,116248,108431,12/1/1992
PIK3R2,ERBB2,106673,110434,12/1/1992
CD40LG,CD40,103144,115912,12/1/1992
FYN,PIK3R2,109836,106673,12/1/1992
CPAMD8,SCTR,100302,104883,12/1/1992
CPAMD8,ADCYAP1,100302,103576,12/1/1992
CSF1,PIK3R2,106724,106673,12/1/1992
LCK,CD55,100170,110097,12/1/1992
NCK1,EGFR,106322,112630,12/1/1992
HSPA2,MAP3K3,103058,103361,12/1/1992
NCK1,PDGFRB,106322,116248,12/1/1992
TBP,TP53,107088,114765,12/15/1992
CNTF,IL6R,103944,100587,12/21/1992
LRP1,LPL,103717,112968,12/25/1992
BCL3,NFKB1,115766,105528,1/1/1993
PSMC3,PSMC3,115941,115941,1/1/1993
RELA,RELA,116233,116233,1/1/1993
PSMC4,PSMC3,114458,115941,1/1/1993
PLCG1,PDGFA,101146,104955,1/1/1993
RFC2,PCNA,108532,111379,1/1/1993
ID1,MYOD1,105664,106162,1/5/1993
ACTA1,TMSB4Y,111566,115742,1/5/1993
FOS,JUN,106563,100991,1/5/1993
PRKDC,XRCC6,115196,115541,1/15/1993
RASA1,ARHGAP35,108344,106668,1/15/1993
GTF2F2,GTF2F1,105393,112170,1/25/1993
MAX,MXD1,103544,115658,1/29/1993
TEAD1,POU2F1,113840,103433,2/1/1993
TEAD1,TEAD1,113840,113840,2/1/1993
DBP,CEBPA,108652,109638,2/1/1993
TBP,TEAD1,107088,113840,2/1/1993
F5,PROS1,103875,115545,2/5/1993
ITGA1,ITGB1,103880,101292,2/5/1993
RB1,MYOD1,101623,106162,2/12/1993
TBP,SPI1,107088,116553,2/15/1993
RB1,SPI1,101623,116553,2/15/1993
PDGFB,PDGFRB,114559,116248,2/15/1993
PDGFB,PDGFA,114559,104955,2/15/1993
PDGFRB,PDGFA,116248,104955,2/15/1993
PDGFA,PDGFA,104955,104955,2/15/1993
JUN,CREB5,100991,115074,2/25/1993
CREB5,CREB5,115074,115074,2/25/1993
IGF1,INSR,108656,113554,3/1/1993
JUN,TOP2A,100991,109182,3/1/1993
NTRK1,PIK3R1,110437,105291,3/1/1993
SFPQ,PTBP1,114297,109286,3/1/1993
CSF1R,FYN,109048,109836,3/1/1993
CSF1R,SRC,109048,107525,3/1/1993
PLCG1,NTRK1,101146,110437,3/1/1993
YES1,CSF1R,102905,109048,3/1/1993
TBP,TAF5,107088,103706,3/11/1993
TAF1,TAF2,112461,115904,3/11/1993
TBP,TAF10,107088,108986,3/11/1993
TAF5,TAF1,103706,112461,3/11/1993
TBP,TAF1,107088,112461,3/11/1993
PRKDC,JUN,115196,100991,3/11/1993
NFKB2,BCL3,105851,115766,3/12/1993
CAMK2G,CAMK2G,113468,113468,3/15/1993
CCL3,CCL3,115369,115369,3/15/1993
FGFR4,FGF2,109324,104315,3/15/1993
FGFR4,FGF1,109324,112775,3/15/1993
MAPK1,CEBPB,108691,108862,3/15/1993
HCFC1,POU2F1,110647,103433,3/25/1993
INSR,PTPN12,113554,110000,3/25/1993
LTA,LTB,116300,109067,3/26/1993
LYN,PLCG2,102912,112480,3/31/1993
AHR,ARNT,101797,115953,4/1/1993
RB1,PPP1CA,101623,109498,4/1/1993
ELANE,THBS1,115490,109033,4/5/1993
LYN,HCLS1,102912,112178,4/15/1993
ELK1,MAPK1,105156,108691,4/23/1993
PTPRC,LCK,111903,100170,4/25/1993
CDK1,CCND1,107105,103741,5/1/1993
GRB2,SHC1,113112,109781,5/1/1993
CKS1B,CCND1,111797,103741,5/1/1993
PTPN1,CSNK2A1,109850,110721,5/1/1993
SRC,CCNA2,107525,110901,5/1/1993
IRS1,GRB2,115660,113112,5/1/1993
,IGHG1,112696,104596,5/1/1993
CDK2,CCND1,116323,103741,5/1/1993
SRC,CCND1,107525,103741,5/1/1993
FGF5,FGFR1,115736,101160,5/1/1993
IGF1,IGFBP4,108656,111371,5/5/1993
IGF2,IGFBP6,103332,112165,5/5/1993
GRB2,SOS1,113112,114975,5/6/1993
CCND1,RB1,103741,101623,5/7/1993
LTA,LTA,116300,116300,5/7/1993
IL5,IL5,106979,106979,5/13/1993
CD19,PIK3R1,110917,105291,5/14/1993
MMP2,LCN2,103156,114953,5/15/1993
LCN2,LCN2,114953,114953,5/15/1993
INSR,INSR,113554,113554,5/25/1993
ELF1,RB1,113677,101623,5/28/1993
TP53,WT1,114765,106931,6/1/1993
MAPK1,LCK,108691,100170,6/1/1993
PDGFRB,YES1,116248,102905,6/1/1993
PDGFRB,SRC,116248,107525,6/1/1993
EBF1,EBF1,114729,114729,6/1/1993
PTPN6,KIT,109783,115140,6/1/1993
PTPN11,IRS1,110411,115660,6/5/1993
UBR1,CDC6,101442,115681,6/5/1993
GUSB,GUSB,111697,111697,6/5/1993
AKAP5,PRKAR2B,116549,113972,6/15/1993
APC,APC,115867,115867,6/15/1993
DCTD,DCTD,113568,113568,6/15/1993
APP,CLU,104269,104081,7/1/1993
UMOD,LTA,107867,116300,7/1/1993
FLNB,TSHR,102158,104726,7/1/1993
FYN,FYN,109836,109836,7/1/1993
SP1,YY1,112778,104998,7/1/1993
OPRM1,GNAO1,100971,111396,7/1/1993
OPRD1,GNAO1,113165,111396,7/1/1993
PRKCB,PRKCB,107209,107209,7/1/1993
