protein_name_1,protein_name_2,protein_id_1,protein_id_2,discovery date
PINK1,TUBA1A,104793,104755,12/2/2010
NEK6,RBBP6,113338,105152,12/3/2010
ARHGAP33,NEK6,103122,113338,12/3/2010
PPARG,EZH2,110492,109421,12/3/2010
SLC9A1,ARRB1,109873,100298,12/3/2010
NEK6,CIR1,113338,102471,12/3/2010
ANKRA2,NEK6,101450,113338,12/3/2010
EGFR,SEC61A1,112630,106319,12/3/2010
NEK6,PRAM1,113338,106122,12/3/2010
NEK6,TRIP4,113338,113453,12/3/2010
NEK6,PRDX3,113338,101070,12/3/2010
NEK6,ERCC6L2,113338,113770,12/3/2010
CDC42,NEK6,110613,113338,12/3/2010
MMAA,MMAA,115073,115073,12/3/2010
MECP2,PPARG,106361,110492,12/3/2010
NEK6,NEK6,113338,113338,12/3/2010
PARK2,BCL2,109451,109222,12/3/2010
ATF4,NEK6,100759,113338,12/3/2010
MUT,MMAA,105897,115073,12/3/2010
NEK6,RPS7,113338,113343,12/3/2010
PTN,NEK6,112114,113338,12/3/2010
NEDD4,SLC9A1,108146,109873,12/3/2010
EZH2,HIST3H3,109421,115562,12/7/2010
SUMO1,PAX6,101887,103484,12/7/2010
MYH10,MYH10,108245,108245,12/7/2010
IP6K2,TP53,106909,114765,12/7/2010
GRIA1,NEDD4,101430,108146,12/8/2010
TRIM28,ZNF274,112089,110484,12/8/2010
ZNF274,SETDB1,110484,109935,12/8/2010
GRIA1,UBC,101430,106138,12/8/2010
ITGA2,FABP3,108151,100992,12/9/2010
ITGB1,FABP3,101292,100992,12/9/2010
ITGB4,FABP3,114475,100992,12/9/2010
FABP3,ITGA1,100992,103880,12/9/2010
FABP3,ITGA5,100992,103010,12/9/2010
TIA1,CUL4A,100220,111816,12/10/2010
CUL5,FBXO17,114852,101079,12/10/2010
CUL3,RBM28,111815,114810,12/10/2010
ENO1,CUL5,102426,114852,12/10/2010
C1QBP,NEDD8,115894,115957,12/10/2010
CUL1,SNRPE,111823,109610,12/10/2010
CUL2,ACLY,111824,116573,12/10/2010
CUL4B,PRDX1,107583,110030,12/10/2010
COPS6,RPLP2,103344,100043,12/10/2010
CUL4A,OTULIN,111816,104607,12/10/2010
KRT5,NEDD8,109653,115957,12/10/2010
COPS5,PRDX1,105737,110030,12/10/2010
CAND1,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,105584,108386,12/10/2010
TXN,CUL1,108825,111823,12/10/2010
CUL1,SF3B3,111823,104702,12/10/2010
TARS,CUL1,115998,111823,12/10/2010
CUL3,TUBB2B,111815,101671,12/10/2010
CUL3,PRDX3,111815,101070,12/10/2010
CAMKV,COPS5,108040,105737,12/10/2010
MRPL39,CUL3,108777,111815,12/10/2010
SRPRB,CUL3,101889,111815,12/10/2010
FBXL14,COPS6,106316,103344,12/10/2010
DHX9,COPS5,115481,105737,12/10/2010
COPS6,HNRNPA2B1,103344,116341,12/10/2010
CUL5,CARM1,114852,100687,12/10/2010
COPS5,AP1B1,105737,115480,12/10/2010
CUL2,RPS18,111824,106798,12/10/2010
PLEC,CUL3,116405,111815,12/10/2010
CUL3,PIK3R1,111815,105291,12/10/2010
LUC7L3,COPS5,113665,105737,12/10/2010
CUL1,COPS7B,111823,115096,12/10/2010
DLGAP3,CUL1,101938,111823,12/10/2010
PPP2CA,CUL3,113865,111815,12/10/2010
CAND1,TFB1M,105584,111571,12/10/2010
RIPK1,NEDD8,109207,115957,12/10/2010
SNRPD3,CUL4B,105353,107583,12/10/2010
CAND1,RPL4,105584,106183,12/10/2010
CUL3,POLR2E,111815,111341,12/10/2010
CUL4A,SLA,111816,108446,12/10/2010
COPS6,BACH2,103344,105527,12/10/2010
CUL4B,HNRNPF,107583,107011,12/10/2010
CUL3,MRPS22,111815,101018,12/10/2010
COPS5,CCNA1,105737,114114,12/10/2010
SEC13,CUL3,105956,111815,12/10/2010
COPS5,TUBB4B,105737,106568,12/10/2010
FUBP3,COPS5,106984,105737,12/10/2010
NEDD8,KRT2,115957,104020,12/10/2010
RANBP2,CUL2,108515,111824,12/10/2010
CAND1,MRPS26,105584,104249,12/10/2010
TRMT6,CUL3,109793,111815,12/10/2010
CUL4A,RGS12,111816,104563,12/10/2010
KCTD18,COPS5,105613,105737,12/10/2010
USP25,CUL3,105798,111815,12/10/2010
COPS7B,NEDD8,115096,115957,12/10/2010
U2SURP,CUL3,116509,111815,12/10/2010
COPS5,PDE12,105737,105429,12/10/2010
CAND1,PRMT1,105584,106128,12/10/2010
CUL1,RPS13,111823,111080,12/10/2010
MAN1B1,CUL5,106391,114852,12/10/2010
DHX30,CUL3,101210,111815,12/10/2010
ATP5A1,CUL3,101717,111815,12/10/2010
COPS5,TCP1,105737,115942,12/10/2010
SMU1,CUL3,106279,111815,12/10/2010
COPS5,ELAC2,105737,106326,12/10/2010
CUL4A,TAF15,111816,112042,12/10/2010
COPS5,RPL19,105737,115449,12/10/2010
CUL3,PFKM,111815,111696,12/10/2010
CUL4B,HIST1H2AJ,107583,106133,12/10/2010
CUL4A,ENO1,111816,102426,12/10/2010
PKM,CUL3,102392,111815,12/10/2010
COPS5,KRT9,105737,115056,12/10/2010
SRPK1,COPS5,101000,105737,12/10/2010
CUL1,GAPDH,111823,115266,12/10/2010
IPO8,CUL3,107313,111815,12/10/2010
CAND1,SERBP1,105584,103079,12/10/2010
TMC1,CAND1,113505,105584,12/10/2010
NCBP1,CAND1,100070,105584,12/10/2010
KRT6C,COPS5,104903,105737,12/10/2010
MYLK4,COPS5,105927,105737,12/10/2010
KRT75,CUL4A,101632,111816,12/10/2010
MRPL11,CAND1,115376,105584,12/10/2010
LGALS3BP,CUL1,110722,111823,12/10/2010
CAND1,GAPDH,105584,115266,12/10/2010
FBXL14,COPS5,106316,105737,12/10/2010
PRPF8,CUL3,105753,111815,12/10/2010
HNRNPUL1,CUL3,115131,111815,12/10/2010
CUL5,PPP2CA,114852,113865,12/10/2010
FBXL15,CUL1,102873,111823,12/10/2010
CUL3,KLHL7,111815,110453,12/10/2010
XRCC5,CUL3,106516,111815,12/10/2010
SCARB1,CUL1,107280,111823,12/10/2010
EEF1A1,CUL5,107332,114852,12/10/2010
CUL3,KCTD12,111815,105266,12/10/2010
TFG,CUL4B,100231,107583,12/10/2010
CD84,CUL3,108697,111815,12/10/2010
SF3A3,COPS5,103582,105737,12/10/2010
CAND1,MYO10,105584,105051,12/10/2010
CPNE7,COPS5,112602,105737,12/10/2010
CUL3,HNRNPA1,111815,115647,12/10/2010
CUL1,HSPA5,111823,107269,12/10/2010
NT5DC4,CUL5,112528,114852,12/10/2010
KRT80,COPS5,108460,105737,12/10/2010
CAND1,RBMX,105584,110646,12/10/2010
CARM1,CUL2,100687,111824,12/10/2010
RPL36,CUL1,109839,111823,12/10/2010
RPL21,CUL2,111881,111824,12/10/2010
DAZAP1,COPS5,107934,105737,12/10/2010
COPS5,HNRNPA0,105737,103175,12/10/2010
CUL3,ILF3,111815,101497,12/10/2010
COPS5,MCM3,105737,104239,12/10/2010
NUP62,CUL5,103874,114852,12/10/2010
CUL3,GLUD1,111815,114281,12/10/2010
KNG1,COPS6,100772,103344,12/10/2010
CAND1,RPS27,105584,107506,12/10/2010
CUL3,GRWD1,111815,102027,12/10/2010
COPS6,RPL38,103344,106184,12/10/2010
CUL5,GPN3,114852,110028,12/10/2010
CUL2,NFRKB,111824,103961,12/10/2010
ANKRD12,COPS5,110465,105737,12/10/2010
CUL1,RPL8,111823,114264,12/10/2010
CAND1,NKRF,105584,103461,12/10/2010
UPF1,HBB,105734,115971,12/10/2010
COPS5,SDHB,105737,113601,12/10/2010
CUL5,DHX15,114852,101422,12/10/2010
AIFM1,CAND1,107475,105584,12/10/2010
PRDX1,NEDD8,110030,115957,12/10/2010
MTHFSD,CUL2,107191,111824,12/10/2010
ZNF140,CAND1,110573,105584,12/10/2010
COPS5,CSDE1,105737,102389,12/10/2010
CDY2A; CDY2B,CUL4A,104653,111816,12/10/2010
CUL1,U2AF2,111823,103483,12/10/2010
NEDD8,VPRBP,115957,116293,12/10/2010
CPSF6,CUL3,105811,111815,12/10/2010
PABPC1,CUL3,105088,111815,12/10/2010
CUL3,RPL27,111815,101162,12/10/2010
COPS5,RNPS1,105737,111813,12/10/2010
COPS5,TIA1,105737,100220,12/10/2010
HNRNPDL,CUL4A,100844,111816,12/10/2010
FBXW11,NEDD8,111849,115957,12/10/2010
DCAF12,COPS5,106953,105737,12/10/2010
POLRMT,CUL3,106104,111815,12/10/2010
CAND1,ZFR,105584,113931,12/10/2010
CUL4A,AK9,111816,113510,12/10/2010
PRPF19,CUL3,104148,111815,12/10/2010
HBB,RBM8A,115971,111050,12/10/2010
NEDD8,YBX3,115957,102259,12/10/2010
CUL3,ABTB1,111815,108396,12/10/2010
RPL7L1,CAND1,111957,105584,12/10/2010
DDX5,CUL4B,106274,107583,12/10/2010
CUL2,KRT2,111824,104020,12/10/2010
CUL5,SOCS7,114852,103702,12/10/2010
CUL3,SDF4,111815,101898,12/10/2010
CUL3,YWHAZ,111815,111046,12/10/2010
CUL3,SCO2,111815,115361,12/10/2010
USP15,COPS5,104505,105737,12/10/2010
DDX4,CUL3,104272,111815,12/10/2010
CUL4A,HNRNPF,111816,107011,12/10/2010
WDR5,CUL3,106577,111815,12/10/2010
CUL1,PRDM10,111823,110737,12/10/2010
COPS5,SF3B1,105737,111426,12/10/2010
SRSF2,CUL1,116433,111823,12/10/2010
IARS,CUL4A,113626,111816,12/10/2010
RPL19,CUL1,115449,111823,12/10/2010
CUL4B,USP4,107583,114876,12/10/2010
CUL2,SNRPF,111824,109611,12/10/2010
CUL5,RPS3,114852,110098,12/10/2010
POLR1C,CUL3,113099,111815,12/10/2010
CUL3,GNL3,111815,116395,12/10/2010
CUL3,MMS19,111815,114699,12/10/2010
NEDD8,DDX1,115957,103911,12/10/2010
CUL1,PSMB6,111823,101932,12/10/2010
COPS5,RPL23,105737,100370,12/10/2010
USP15,CAND1,104505,105584,12/10/2010
CUL1,RPS24,111823,108990,12/10/2010
RPL26,CAND1,115870,105584,12/10/2010
PRRC2A,CAND1,109766,105584,12/10/2010
MRPS18B,CUL3,105250,111815,12/10/2010
COPS5,ABCA10,105737,109383,12/10/2010
SF3B3,CUL3,104702,111815,12/10/2010
KRT2,CUL1,104020,111823,12/10/2010
CUL1,SNRPD1,111823,105355,12/10/2010
SLC25A6,COPS5,111222,105737,12/10/2010
EEF1B2,CUL2,108069,111824,12/10/2010
HNRNPK,CUL5,110874,114852,12/10/2010
CUL1,U2AF1,111823,101303,12/10/2010
CUL5,TOP2A,114852,109182,12/10/2010
CUL5,DDB2,114852,107677,12/10/2010
TPM3,CUL3,105691,111815,12/10/2010
PSMB3,CUL1,113933,111823,12/10/2010
CUL5,RPL4,114852,106183,12/10/2010
RPL7,CUL2,104528,111824,12/10/2010
CUL3,TTN,111815,107855,12/10/2010
NEDD8,PABPC1,115957,105088,12/10/2010
ZNF302,COPS5,110201,105737,12/10/2010
NAP1L1,CUL3,111525,111815,12/10/2010
NAP1L4,CAND1,111924,105584,12/10/2010
CAND1,SNRNP70,105584,110383,12/10/2010
RPL24,CUL3,111719,111815,12/10/2010
CUL4B,RPL9; RPL9P7; RPL9P8; RPL9P9,107583,104976,12/10/2010
CUL1,RNMT,111823,101421,12/10/2010
CUL4B,DDX56,107583,100889,12/10/2010
COPS6,TAF15,103344,112042,12/10/2010
CUL1,PKM,111823,102392,12/10/2010
COPS6,CWC25,103344,115275,12/10/2010
CUL1,NCBP1,111823,100070,12/10/2010
CUL3,PPP1CA,111815,109498,12/10/2010
CUL1,MYL12B,111823,109437,12/10/2010
CUL5,EEF2,114852,104771,12/10/2010
CUL3,ZC3HAV1,111815,104858,12/10/2010
CUL1,HNRNPL,111823,115762,12/10/2010
RPL11,CUL1,114262,111823,12/10/2010
CUL1,RPL23A,111823,109849,12/10/2010
RPS15,CAND1,108989,105584,12/10/2010
TRAP1,CUL3,105245,111815,12/10/2010
CAND1,PAIP1,105584,103036,12/10/2010
CUL1,ACTBL2,111823,114607,12/10/2010
FUCA1,CUL3,111737,111815,12/10/2010
COPS6,KRT2,103344,104020,12/10/2010
RPL31,CUL2,111442,111824,12/10/2010
COPS6,DDX5,103344,106274,12/10/2010
CUL4B,RPS24,107583,108990,12/10/2010
CUL5,TIA1,114852,100220,12/10/2010
DNAJC10,CUL4A,112424,111816,12/10/2010
CUL5,HNRNPCL1,114852,108523,12/10/2010
COPS5,RPL38,105737,106184,12/10/2010
PRPF40A,CUL3,108854,111815,12/10/2010
CUL1,CCNA2,111823,110901,12/10/2010
CPN2,CUL1,112828,111823,12/10/2010
CUL3,C17ORF85,111815,102522,12/10/2010
HCFC1,CUL3,110647,111815,12/10/2010
CENPF,COPS6,113186,103344,12/10/2010
CUL3,DNAJC7,111815,105607,12/10/2010
HNRNPA1,CUL4B,115647,107583,12/10/2010
HSPA1L,CAND1,105079,105584,12/10/2010
PLOD1,COPS5,112378,105737,12/10/2010
SRSF2,CUL5,116433,114852,12/10/2010
ADAR,CUL3,102966,111815,12/10/2010
CUL4B,PABPC4,107583,115410,12/10/2010
PRPF40A,COPS5,108854,105737,12/10/2010
CUL3,PABPC4,111815,115410,12/10/2010
CUL4B,RWDD4,107583,110137,12/10/2010
RBM42,COPS5,110715,105737,12/10/2010
CAND1,FAM69B,105584,106828,12/10/2010
CAND1,RBM28,105584,114810,12/10/2010
RPS7,CUL1,113343,111823,12/10/2010
COPS5,BTBD9,105737,107488,12/10/2010
CUL1,MYBPC3,111823,116220,12/10/2010
CUL2,PCBP1,111824,110371,12/10/2010
TIA1,CUL1,100220,111823,12/10/2010
CUL2,HSPA5,111824,107269,12/10/2010
TIAL1,CAND1,101300,105584,12/10/2010
CAND1,RPL34,105584,104063,12/10/2010
PRDX4,CUL3,106860,111815,12/10/2010
HSPA5,CUL4B,107269,107583,12/10/2010
CUL1,NPM1,111823,109914,12/10/2010
USP15,CUL4B,104505,107583,12/10/2010
CUL1,MYL6B,111823,115052,12/10/2010
COPS5,RPL15,105737,101724,12/10/2010
CAND1,TUBA1C,105584,108780,12/10/2010
KRT14,NEDD8,116245,115957,12/10/2010
CUL3,GPRASP2,111815,102376,12/10/2010
DHX9,CUL2,115481,111824,12/10/2010
ANXA6,CUL5,109561,114852,12/10/2010
CUL1,RPS2,111823,102724,12/10/2010
CUL3,POLR2C,111815,111344,12/10/2010
TAF15,CUL3,112042,111815,12/10/2010
YWHAE,CUL3,103095,111815,12/10/2010
SMC3,CUL3,101471,111815,12/10/2010
CUL5,RNMT,114852,101421,12/10/2010
CAND1,HNRNPUL1,105584,115131,12/10/2010
CUL1,FBF1,111823,115936,12/10/2010
CUL3,RPS28,111815,113248,12/10/2010
CUL3,C8ORF33,111815,105428,12/10/2010
CUL3,CLTC,111815,106373,12/10/2010
RPS24,CUL2,108990,111824,12/10/2010
CUL2,SNRPE,111824,109610,12/10/2010
ACLY,CAND1,116573,105584,12/10/2010
COPS5,HNRNPU,105737,103064,12/10/2010
ATP9A,COPS6,111781,103344,12/10/2010
COPS5,MDH2,105737,106598,12/10/2010
CUL3,RPL11,111815,114262,12/10/2010
CUL4B,LGALS3BP,107583,110722,12/10/2010
CUL1,HNRNPDL,111823,100844,12/10/2010
DLGAP3,COPS5,101938,105737,12/10/2010
CUL3,MRPL19,111815,100299,12/10/2010
SOCS2,CUL5,114853,114852,12/10/2010
COPS5,EEF1G,105737,104211,12/10/2010
CUL5,DCAF11,114852,109276,12/10/2010
CAND1,NSUN2,105584,111564,12/10/2010
SRSF1,CUL3,103718,111815,12/10/2010
CUL3,AKAP8L,111815,104852,12/10/2010
COPS5,SEH1L,105737,105404,12/10/2010
RPL14,COPS5,116499,105737,12/10/2010
COPS6,PABPC1,103344,105088,12/10/2010
CUL1,PPIA,111823,105730,12/10/2010
SRSF6,COPS5,104074,105737,12/10/2010
CAND1,LSM12,105584,115570,12/10/2010
RPLP0,CUL4B,100045,107583,12/10/2010
CAPZA1,CUL3,115160,111815,12/10/2010
CAND1,SRSF10,105584,103333,12/10/2010
COPS5,GRWD1,105737,102027,12/10/2010
WDR77,CUL2,109297,111824,12/10/2010
EEF1G,NEDD8,104211,115957,12/10/2010
RSF1,COPS6,116231,103344,12/10/2010
CUL5,MUM1,114852,109066,12/10/2010
CUL2,NAP1L1,111824,111525,12/10/2010
CUL3,CALM1; CALM2; CALM3,111815,102031,12/10/2010
CUL4A,CUL5,111816,114852,12/10/2010
COPS5,RFC2,105737,108532,12/10/2010
CUL3,LRRC42,111815,103449,12/10/2010
ERCC8,CUL5,100410,114852,12/10/2010
NUDT1,COPS6,106321,103344,12/10/2010
CUL3,KRT33B,111815,116120,12/10/2010
GNL3,CAND1,116395,105584,12/10/2010
CUL3,MAPKAPK2,111815,109981,12/10/2010
RPL15,CUL2,101724,111824,12/10/2010
RNMTL1,CUL1,103558,111823,12/10/2010
LGALS7; LGALS7B,COPS5,115574,105737,12/10/2010
EIF6,CUL3,116039,111815,12/10/2010
CUL1,SSBP1,111823,113648,12/10/2010
DDX5,CUL3,106274,111815,12/10/2010
PTBP1,CUL5,109286,114852,12/10/2010
GPT2,CUL3,110887,111815,12/10/2010
CUL2,C14ORF166,111824,111863,12/10/2010
IGF2BP3,CUL3,101807,111815,12/10/2010
COPS6,DCAF12L2,103344,103039,12/10/2010
CUL1,ACOXL,111823,107747,12/10/2010
CAND1,RPL37A,105584,105331,12/10/2010
RPP30,CUL3,110355,111815,12/10/2010
RTCB,CUL4B,112764,107583,12/10/2010
LRIG3,CAND1,108964,105584,12/10/2010
CUL5,HNRNPH1,114852,110600,12/10/2010
CUL3,TFG,111815,100231,12/10/2010
CUL3,NSF,111815,104958,12/10/2010
YWHAZ,CUL1,111046,111823,12/10/2010
NUP160,CUL3,106695,111815,12/10/2010
DDX1,CUL2,103911,111824,12/10/2010
FBXW9,COPS5,101148,105737,12/10/2010
GAPDH,CUL2,115266,111824,12/10/2010
DHX29,COPS5,106339,105737,12/10/2010
CUL1,KRT6B,111823,112475,12/10/2010
COPS5,SORL1,105737,114001,12/10/2010
COPS6,GAPDH,103344,115266,12/10/2010
CAND1,TAF15,105584,112042,12/10/2010
KRT9,CUL3,115056,111815,12/10/2010
CUL1,RPS3,111823,110098,12/10/2010
CUL3,PRDX1,111815,110030,12/10/2010
CUL3,KRT76,111815,115031,12/10/2010
CAND1,SNRPG,105584,109609,12/10/2010
CUL4B,SNRPA,107583,112338,12/10/2010
LUC7L3,CAND1,113665,105584,12/10/2010
CUL5,COPS4,114852,107945,12/10/2010
CUL2,PABPC4,111824,115410,12/10/2010
FLG,CUL2,108342,111824,12/10/2010
PRRC2A,CUL3,109766,111815,12/10/2010
CUL4B,DAZAP1,107583,107934,12/10/2010
RPL32,COPS5,114260,105737,12/10/2010
NFKB1,CUL5,105528,114852,12/10/2010
FEM1C,CUL2,113892,111824,12/10/2010
CUL3,ENO1,111815,102426,12/10/2010
UBC,CUL4B,106138,107583,12/10/2010
HNRNPH2,CUL3,113800,111815,12/10/2010
CUL3,PGM3,111815,102865,12/10/2010
COPS5,PWP1,105737,111819,12/10/2010
CUL3,MTFR2,111815,115704,12/10/2010
POLD1,COPS5,113839,105737,12/10/2010
CUL3,WDR18,111815,109507,12/10/2010
CAND1,FUBP3,105584,106984,12/10/2010
CUL4B,RPL15,107583,101724,12/10/2010
CUL3,KLHL23,111815,113079,12/10/2010
CAND1,EBNA1BP2,105584,102434,12/10/2010
COPS6,KCTD10,103344,111135,12/10/2010
CUL3,HNRNPCL1,111815,108523,12/10/2010
PABPC1,CUL4B,105088,107583,12/10/2010
CAND1,SF3A3,105584,103582,12/10/2010
MCM7,COPS5,106062,105737,12/10/2010
CUL3,ALDOA,111815,116123,12/10/2010
CUL3,KCTD21,111815,101709,12/10/2010
COPS6,EEF1A2,103344,102778,12/10/2010
COPS5,ACTA2,105737,102440,12/10/2010
CUL3,DDX3X,111815,113652,12/10/2010
DHX15,CUL4A,101422,111816,12/10/2010
COPS5,PCMT1,105737,101015,12/10/2010
UGGT1,CUL1,100149,111823,12/10/2010
CUL3,ARL1,111815,100018,12/10/2010
RPAP3,CUL3,115891,111815,12/10/2010
CUL5,DCTPP1,114852,108534,12/10/2010
CAND1,RPL36,105584,109839,12/10/2010
TKT,CUL3,108371,111815,12/10/2010
SRSF5,CUL1,104075,111823,12/10/2010
COPS5,DNAJC10,105737,112424,12/10/2010
CUL4A,PPP2R1A,111816,115272,12/10/2010
CAND1,UPF1,105584,105734,12/10/2010
DCAF4L1,COPS6,113055,103344,12/10/2010
KLHL26,CUL3,101183,111815,12/10/2010
BAG4,CUL5,110877,114852,12/10/2010
COPS5,NUDT16L1,105737,114210,12/10/2010
CAND1,TRIM26,105584,110965,12/10/2010
CUL4B,TUFM,107583,112565,12/10/2010
RPL15,CAND1,101724,105584,12/10/2010
CUL4A,CA2,111816,107653,12/10/2010
DHX9,CUL1,115481,111823,12/10/2010
CUL2,HSPA8,111824,108948,12/10/2010
SKP2,CUL5,111049,114852,12/10/2010
CUL3,MRPS15,111815,114780,12/10/2010
RCBTB1,CUL5,113882,114852,12/10/2010
RPL8,COPS5,114264,105737,12/10/2010
LUZP1,CUL5,110799,114852,12/10/2010
COPS5,LGALS3BP,105737,110722,12/10/2010
CUL2,HIST2H2BE,111824,107407,12/10/2010
CAND1,MRPS23,105584,113668,12/10/2010
CUL3,HOOK2,111815,109655,12/10/2010
CUL5,KLHL42,114852,109815,12/10/2010
CUL3,KRT5,111815,109653,12/10/2010
GGH,COPS5,104036,105737,12/10/2010
CUL3,TUBB4B,111815,106568,12/10/2010
CUL1,RPS4X,111823,114735,12/10/2010
COPS6,RPL18,103344,115893,12/10/2010
TRUB1,CAND1,103712,105584,12/10/2010
CUL3,DNAJA1,111815,101661,12/10/2010
SRSF2,NEDD8,116433,115957,12/10/2010
ILF3,COPS5,101497,105737,12/10/2010
COPS6,SNX4,103344,105714,12/10/2010
DNAJA1,CUL5,101661,114852,12/10/2010
PRMT5,CUL3,108810,111815,12/10/2010
GARS,CUL5,116132,114852,12/10/2010
DHX30,CUL1,101210,111823,12/10/2010
TENM4,CAND1,110592,105584,12/10/2010
CUL5,ACTBL2,114852,114607,12/10/2010
CUL3,PELO,111815,103869,12/10/2010
TAF15,CUL1,112042,111823,12/10/2010
SSRP1,CAND1,106812,105584,12/10/2010
QDPR,CUL1,103440,111823,12/10/2010
ILF3,CUL5,101497,114852,12/10/2010
SNRPD1,CUL4A,105355,111816,12/10/2010
