protein_name_1,protein_name_2,protein_id_1,protein_id_2,discovery date
SUMO1,DNM1,101887,115659,7/23/2004
BARD1,NPM1,107714,109914,7/23/2004
FKBP1A,RPTOR,102532,113565,7/27/2004
RICTOR,MTOR,103723,103035,7/27/2004
TXN,YWHAZ,108825,111046,7/30/2004
ASS1,YWHAZ,103891,111046,7/30/2004
YWHAZ,HIST1H2AG; HIST1H2AI; HIST1H2AK; HIST1H2AL; HIST1H2AM,111046,104123,7/30/2004
VCL,YWHAZ,109950,111046,7/30/2004
ANXA1,YWHAZ,104951,111046,7/30/2004
RTCB,YWHAZ,112764,111046,7/30/2004
ECHS1,YWHAZ,101642,111046,7/30/2004
YWHAQ,PTPN3,109161,114028,7/30/2004
YWHAZ,CCT6A,111046,106213,7/30/2004
YWHAQ,TUBA1A,109161,104755,7/30/2004
LMO7,YWHAZ,116055,111046,7/30/2004
GARS,YWHAZ,116132,111046,7/30/2004
PHLDB2,YWHAZ,111955,111046,7/30/2004
YWHAQ,CLTC,109161,106373,7/30/2004
YWHAZ,PRIM2,111046,113546,7/30/2004
HAT1,YWHAQ,104558,109161,7/30/2004
AKT1S1,YWHAQ,115566,109161,7/30/2004
YWHAQ,TCP1,109161,115942,7/30/2004
YWHAZ,DHX9,111046,115481,7/30/2004
CTPS1,YWHAZ,111141,111046,7/30/2004
YWHAZ,PPIA,111046,105730,7/30/2004
CTPS1,YWHAQ,111141,109161,7/30/2004
TFRC,YWHAZ,109239,111046,7/30/2004
MRPS27,YWHAZ,104980,111046,7/30/2004
APC,YWHAZ,115867,111046,7/30/2004
EIF4E2,YWHAZ,112485,111046,7/30/2004
YWHAQ,HUS1,109161,108575,7/30/2004
YWHAZ,S100A6,111046,110486,7/30/2004
YWHAZ,PCBP1,111046,110371,7/30/2004
YWHAZ,ACSL4,111046,110944,7/30/2004
RFC1,YWHAQ,108531,109161,7/30/2004
MLLT4,YWHAZ,103543,111046,7/30/2004
YWHAZ,GDI1,111046,102511,7/30/2004
YWHAZ,MPRIP,111046,114552,7/30/2004
YWHAQ,PHLDB2,109161,111955,7/30/2004
HIST2H2BF,YWHAZ,107424,111046,7/30/2004
YWHAZ,RPL5,111046,111880,7/30/2004
STS,CBL,100038,107136,7/30/2004
YWHAZ,TPI1,111046,108682,7/30/2004
YWHAZ,DYNC1H1,111046,101136,7/30/2004
YWHAZ,TRA1,111046,111079,7/30/2004
YWHAZ,PFKP,111046,110514,7/30/2004
EZR,YWHAZ,109772,111046,7/30/2004
SAMD4B,YWHAZ,106193,111046,7/30/2004
YWHAZ,HSPA1L,111046,105079,7/30/2004
RPL10A,YWHAZ,101928,111046,7/30/2004
TK1,YWHAZ,115161,111046,7/30/2004
YWHAQ,MARK2,109161,107065,7/30/2004
YWHAZ,CBLL1,111046,109580,7/30/2004
DSP,YWHAZ,101411,111046,7/30/2004
YWHAZ,PFKFB2,111046,104759,7/30/2004
MTOR,YWHAQ,103035,109161,7/30/2004
TBC1D4,YWHAZ,107885,111046,7/30/2004
YWHAZ,WWC1,111046,110845,7/30/2004
YWHAZ,XPO1,111046,111964,7/30/2004
YWHAZ,ZC3H13,111046,112755,7/30/2004
YWHAZ,PSMD2,111046,104694,7/30/2004
YWHAQ,DHX9,109161,115481,7/30/2004
IRS2,YWHAQ,109413,109161,7/30/2004
YWHAQ,CKM,109161,114217,7/30/2004
YWHAQ,PKM,109161,102392,7/30/2004
YWHAQ,KIF23,109161,106141,7/30/2004
YWHAZ,CLTC,111046,106373,7/30/2004
YWHAZ,PKM,111046,102392,7/30/2004
KIAA1429,YWHAQ,114538,109161,7/30/2004
YWHAZ,PTPN3,111046,114028,7/30/2004
SET,YWHAZ,112625,111046,7/30/2004
TKT,YWHAZ,108371,111046,7/30/2004
CDK1,DLGAP5,107105,106113,7/30/2004
YWHAQ,APC,109161,115867,7/30/2004
PDE3A,YWHAZ,109575,111046,7/30/2004
CDK7,THRA,103550,105778,7/30/2004
YWHAZ,ANXA2,111046,101594,7/30/2004
FASN,YWHAZ,114802,111046,7/30/2004
HNRNPH2,YWHAZ,113800,111046,7/30/2004
RPLP0,YWHAZ,100045,111046,7/30/2004
YWHAQ,TPI1,109161,108682,7/30/2004
YWHAZ,ACTN4,111046,107701,7/30/2004
UPF1,YWHAZ,105734,111046,7/30/2004
EEF1B2,YWHAZ,108069,111046,7/30/2004
YWHAZ,WTAP,111046,109366,7/30/2004
VARS,YWHAZ,104210,111046,7/30/2004
YWHAZ,NFATC1,111046,114515,7/30/2004
SSB,YWHAZ,101554,111046,7/30/2004
YWHAZ,ARHGAP21,111046,103599,7/30/2004
YWHAQ,WWC2,109161,107694,7/30/2004
YWHAZ,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,111046,108386,7/30/2004
CBLL1,YWHAQ,109580,109161,7/30/2004
YWHAQ,VARS,109161,104210,7/30/2004
PDXK,YWHAQ,111417,109161,7/30/2004
YWHAZ,HSP90AA1,111046,103493,7/30/2004
YWHAZ,DDX1,111046,103911,7/30/2004
YWHAZ,CGN,111046,101817,7/30/2004
YWHAZ,EIF3A,111046,105640,7/30/2004
YWHAQ,HIST1H2BC; HIST1H2BE; HIST1H2BF; HIST1H2BG; HIST1H2BI,109161,108384,7/30/2004
SPOP,SPOP,102125,102125,7/30/2004
YWHAZ,CPS1,111046,113971,7/30/2004
CMPK1,YWHAZ,101641,111046,7/30/2004
YWHAZ,NUMA1,111046,105525,7/30/2004
MCM3,YWHAQ,104239,109161,7/30/2004
SPTA1,YWHAQ,112468,109161,7/30/2004
CDK17,YWHAQ,100022,109161,7/30/2004
HSPA8,YWHAZ,108948,111046,7/30/2004
PABPC4,YWHAQ,115410,109161,7/30/2004
RAP1GAP,YWHAZ,115460,111046,7/30/2004
YWHAZ,ARHGEF16,111046,113532,7/30/2004
YWHAZ,TUBB1,111046,114030,7/30/2004
FASN,YWHAQ,114802,109161,7/30/2004
YWHAQ,ENO1,109161,102426,7/30/2004
GCN1L1,YWHAQ,106540,109161,7/30/2004
NEK11,NEK11,102625,102625,7/30/2004
YWHAQ,IARS2,109161,107612,7/30/2004
YWHAZ,EEF1A1,111046,107332,7/30/2004
YWHAZ,MCM3,111046,104239,7/30/2004
YWHAZ,PIK3C2B,111046,107799,7/30/2004
YWHAZ,LMNA,111046,112467,7/30/2004
NME2,YWHAZ,101565,111046,7/30/2004
DENND4A,YWHAZ,110045,111046,7/30/2004
YWHAZ,HAT1,111046,104558,7/30/2004
KLC3,YWHAZ,108072,111046,7/30/2004
YWHAZ,HNRNPC,111046,107868,7/30/2004
RPL10A,YWHAQ,101928,109161,7/30/2004
YWHAQ,RPL15,109161,101724,7/30/2004
YWHAQ,DYNC1H1,109161,101136,7/30/2004
TP53BP2,YWHAQ,107580,109161,7/30/2004
RPL19,YWHAQ,115449,109161,7/30/2004
P4HB,YWHAZ,111181,111046,7/30/2004
YWHAZ,PGLYRP1,111046,105332,7/30/2004
YWHAQ,SLC27A2,109161,100842,7/30/2004
YWHAQ,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,109161,108386,7/30/2004
YWHAZ,CAD,111046,116277,7/30/2004
KIF5B,YWHAZ,106902,111046,7/30/2004
FLNA,YWHAZ,114806,111046,7/30/2004
YWHAZ,SRRM2,111046,104614,7/30/2004
LARS,YWHAZ,105578,111046,7/30/2004
HDAC7,YWHAQ,105658,109161,7/30/2004
YWHAZ,SORBS2,111046,107539,7/30/2004
YWHAQ,DDX3X,109161,113652,7/30/2004
PAK4,YWHAQ,108139,109161,7/30/2004
PDE3A,YWHAQ,109575,109161,7/30/2004
ARL6IP1,YWHAZ,109933,111046,7/30/2004
YWHAZ,CEP170,111046,111686,7/30/2004
HSPB1,YWHAZ,107064,111046,7/30/2004
PDCD6,YWHAZ,110740,111046,7/30/2004
UBASH3A,UBC,115328,106138,7/30/2004
CCT2,YWHAZ,106704,111046,7/30/2004
YWHAZ,KLC2,111046,106344,7/30/2004
YWHAQ,PGK1,109161,107856,7/30/2004
YWHAZ,LDHA,111046,109410,7/30/2004
AARS,YWHAZ,108055,111046,7/30/2004
CPNE1,YWHAZ,110998,111046,7/30/2004
YWHAQ,COPS4,109161,107945,7/30/2004
YWHAZ,HDAC7,111046,105658,7/30/2004
PSME3,YWHAZ,104090,111046,7/30/2004
NOLC1,YWHAZ,110311,111046,7/30/2004
YWHAZ,HSP90AB1,111046,111698,7/30/2004
PDXK,YWHAZ,111417,111046,7/30/2004
CCT8,YWHAZ,115295,111046,7/30/2004
CDK18,YWHAQ,107928,109161,7/30/2004
YWHAQ,MARK3,109161,108432,7/30/2004
RFC4,YWHAZ,104156,111046,7/30/2004
YWHAZ,UBA1,111046,102745,7/30/2004
HNRNPU,YWHAZ,103064,111046,7/30/2004
YWHAQ,LMNB1,109161,116387,7/30/2004
YWHAZ,ESYT1,111046,110553,7/30/2004
RAI14,YWHAZ,113077,111046,7/30/2004
HNRNPK,YWHAZ,110874,111046,7/30/2004
UBASH3A,UBASH3A,115328,115328,7/30/2004
YWHAZ,LANCL1,111046,115360,7/30/2004
YWHAQ,NFATC1,109161,114515,7/30/2004
PFN1,YWHAQ,103884,109161,7/30/2004
YWHAZ,RPS3,111046,110098,7/30/2004
YWHAQ,TLN1,109161,109958,7/30/2004
YWHAZ,ENO1,111046,102426,7/30/2004
DDX3X,YWHAZ,113652,111046,7/30/2004
RNASE2,YWHAQ,103017,109161,7/30/2004
NCL,YWHAZ,113886,111046,7/30/2004
YWHAZ,SUPT6H,111046,116247,7/30/2004
YWHAQ,GAPDH,109161,115266,7/30/2004
YAP1,YWHAZ,108147,111046,7/30/2004
LIMA1,YWHAZ,116135,111046,7/30/2004
EIF3F,YWHAZ,106986,111046,7/30/2004
YWHAZ,HSPA4,111046,105082,7/30/2004
RPL7,YWHAQ,104528,109161,7/30/2004
YWHAZ,LARP1,111046,106093,7/30/2004
YWHAZ,TSFM,111046,105744,7/30/2004
NUMA1,YWHAQ,105525,109161,7/30/2004
ALDOA,YWHAZ,116123,111046,7/30/2004
PABPC4,YWHAZ,115410,111046,7/30/2004
YWHAZ,USP8,111046,109301,7/30/2004
NEDD4L,YWHAZ,114059,111046,7/30/2004
YWHAZ,YBX1,111046,106757,7/30/2004
AHCY,YWHAZ,111331,111046,7/30/2004
YWHAZ,EIF4A1,111046,105948,7/30/2004
RPLP2,YWHAQ,100043,109161,7/30/2004
HSPH1,YWHAZ,100068,111046,7/30/2004
DDB1,YWHAZ,108297,111046,7/30/2004
YWHAZ,EDC3,111046,105063,7/30/2004
YWHAQ,ANXA2,109161,101594,7/30/2004
RUVBL2,YWHAZ,107631,111046,7/30/2004
YWHAZ,WDR61,111046,104559,7/30/2004
YWHAZ,HNRNPA1,111046,115647,7/30/2004
TSR1,YWHAZ,115265,111046,7/30/2004
YWHAQ,NCL,109161,113886,7/30/2004
YWHAZ,ADSSL1,111046,104353,7/30/2004
YWHAQ,PRDX1,109161,110030,7/30/2004
NPM1,YWHAQ,109914,109161,7/30/2004
COPS4,YWHAZ,107945,111046,7/30/2004
YWHAQ,PRKDC,109161,115196,7/30/2004
SPR,YWHAZ,116552,111046,7/30/2004
CSE1L,YWHAZ,107422,111046,7/30/2004
PANK2,YWHAZ,102199,111046,7/30/2004
SLC27A2,YWHAZ,100842,111046,7/30/2004
YWHAZ,MYOF,111046,100190,7/30/2004
YWHAZ,RPS7,111046,113343,7/30/2004
TPD52,YWHAZ,113214,111046,7/30/2004
YWHAZ,SH3BP4,111046,111661,7/30/2004
YWHAZ,LDHB,111046,115146,7/30/2004
YWHAQ,RPLP0,109161,100045,7/30/2004
YWHAZ,ATL3,111046,113461,7/30/2004
IQGAP1,YWHAZ,103229,111046,7/30/2004
CKMT1A; CKMT1B,YWHAZ,116522,111046,7/30/2004
HADHA,YWHAQ,102321,109161,7/30/2004
SSBP1,YWHAZ,115622,111046,7/30/2004
YWHAZ,AKT1S1,111046,115566,7/30/2004
YWHAZ,SRGAP1,111046,109971,7/30/2004
YWHAZ,NPM1,111046,109914,7/30/2004
NEK2,NEK11,103116,102625,7/30/2004
SCAMP2,YWHAZ,113674,111046,7/30/2004
YWHAZ,DCP1A,111046,100498,7/30/2004
DNMT1,YWHAZ,107213,111046,7/30/2004
LIMA1,YWHAQ,116135,109161,7/30/2004
HNRNPK,YWHAQ,110874,109161,7/30/2004
UBC,DLGAP5,106138,106113,7/30/2004
YWHAZ,RAPGEF2,111046,112514,7/30/2004
YWHAZ,FKBP4,111046,103803,7/30/2004
YWHAQ,CSE1L,109161,107422,7/30/2004
YWHAQ,MPRIP,109161,114552,7/30/2004
CTH,YWHAZ,104295,111046,7/30/2004
CCT7,YWHAZ,106711,111046,7/30/2004
YWHAZ,EIF4G1,111046,112214,7/30/2004
YWHAQ,PIK3C2B,109161,107799,7/30/2004
RPLP2,YWHAZ,100043,111046,7/30/2004
PFN1,YWHAZ,103884,111046,7/30/2004
YWHAQ,DDX1,109161,103911,7/30/2004
YWHAQ,NDE1,109161,100021,7/30/2004
SNRPE,YWHAQ,109610,109161,7/30/2004
YWHAQ,BCAP31,109161,107589,7/30/2004
PGK1,YWHAZ,107856,111046,7/30/2004
YWHAQ,HNRNPC,109161,107868,7/30/2004
YWHAZ,PSMD1,111046,114617,7/30/2004
YWHAZ,ATP5B,111046,115582,7/30/2004
YWHAZ,HNRNPF,111046,107011,7/30/2004
DCPS,YWHAQ,109907,109161,7/30/2004
YWHAQ,FSCN1,109161,114938,7/30/2004
DNMT1,YWHAQ,107213,109161,7/30/2004
MRPS27,YWHAQ,104980,109161,7/30/2004
YWHAQ,ZC3H13,109161,112755,7/30/2004
YWHAQ,ARHGEF16,109161,113532,7/30/2004
HSPD1,YWHAZ,114322,111046,7/30/2004
SPR,YWHAQ,116552,109161,7/30/2004
RPL6,YWHAZ,100111,111046,7/30/2004
YWHAQ,USP8,109161,109301,7/30/2004
TNPO1,YWHAZ,103083,111046,7/30/2004
YWHAZ,PPFIBP1,111046,105540,7/30/2004
TCP1,YWHAZ,115942,111046,7/30/2004
CALR,YWHAZ,102746,111046,7/30/2004
YWHAZ,TP53BP2,111046,107580,7/30/2004
YWHAZ,KPNA1,111046,110086,7/30/2004
RPS3,YWHAQ,110098,109161,7/30/2004
CDC25A,YWHAQ,107779,109161,7/30/2004
YWHAQ,PSME3,109161,104090,7/30/2004
PABPN1,YWHAZ,113400,111046,7/30/2004
YWHAZ,CDK17,111046,100022,7/30/2004
YWHAZ,PANK1,111046,101107,7/30/2004
YWHAZ,MYCBP2,111046,110224,7/30/2004
WDR61,YWHAQ,104559,109161,7/30/2004
LRPPRC,YWHAZ,105475,111046,7/30/2004
SLAIN2,YWHAZ,109235,111046,7/30/2004
ATL2,YWHAZ,114242,111046,7/30/2004
YWHAZ,BCAP31,111046,107589,7/30/2004
YWHAZ,FSCN1,111046,114938,7/30/2004
PTBP1,YWHAZ,109286,111046,7/30/2004
YWHAZ,PGAM1,111046,104299,7/30/2004
HNRNPA1,YWHAQ,115647,109161,7/30/2004
YWHAZ,CALM1; CALM2; CALM3,111046,102031,7/30/2004
GIGYF2,YWHAZ,116539,111046,7/30/2004
WEE1,YWHAQ,112465,109161,7/30/2004
YWHAZ,HECTD4,111046,108868,7/30/2004
GAPDH,YWHAZ,115266,111046,7/30/2004
YWHAZ,ACTB,111046,112552,7/30/2004
YWHAZ,HSPA9,111046,103837,7/30/2004
YWHAZ,PCM1,111046,104006,7/30/2004
YWHAZ,NADK,111046,109287,7/30/2004
YWHAZ,AHNAK,111046,113304,7/30/2004
TLN1,YWHAZ,109958,111046,7/30/2004
KIAA1429,YWHAZ,114538,111046,7/30/2004
SPOP,DAXX,102125,103331,7/30/2004
YWHAZ,CAND1,111046,105584,7/30/2004
AHCY,YWHAQ,111331,109161,7/30/2004
ABCG4,ABCG4,106418,106418,7/30/2004
YWHAZ,TRIM28,111046,112089,7/30/2004
YWHAZ,SPTBN1,111046,107690,7/30/2004
YWHAQ,ARHGAP10,109161,105389,7/30/2004
WEE1,YWHAZ,112465,111046,7/30/2004
YWHAQ,PCM1,109161,104006,7/30/2004
IPO7,YWHAZ,113225,111046,7/30/2004
TRIM28,YWHAQ,112089,109161,7/30/2004
MTOR,YWHAZ,103035,111046,7/30/2004
YWHAQ,LDHA,109161,109410,7/30/2004
LMNB1,YWHAZ,116387,111046,7/30/2004
YWHAZ,EPRS,111046,109418,7/30/2004
PRKDC,YWHAZ,115196,111046,7/30/2004
YWHAZ,CIC,111046,109863,7/30/2004
LMO7,YWHAQ,116055,109161,7/30/2004
YWHAQ,SPTB,109161,108101,7/30/2004
RUVBL1,YWHAZ,111275,111046,7/30/2004
YWHAQ,ATP5A1,109161,101717,7/30/2004
YWHAZ,HRNR,111046,107713,7/30/2004
YWHAQ,CEP170,109161,111686,7/30/2004
YWHAZ,PAK4,111046,108139,7/30/2004
YWHAQ,RUVBL2,109161,107631,7/30/2004
TRAP1,YWHAZ,105245,111046,7/30/2004
HNRNPF,YWHAQ,107011,109161,7/30/2004
YWHAZ,SH3BP5L,111046,116466,7/30/2004
YWHAZ,IARS,111046,113626,7/30/2004
YWHAZ,HSPA5,111046,107269,7/30/2004
HDAC5,YWHAZ,114955,111046,7/30/2004
YWHAZ,RPL19,111046,115449,7/30/2004
UBE2I,DHX9,105209,115481,7/30/2004
SPTAN1,YWHAZ,108089,111046,7/30/2004
YWHAZ,PSMB3,111046,113933,7/30/2004
HUS1,YWHAZ,108575,111046,7/30/2004
YWHAZ,SFN,111046,110603,7/30/2004
YWHAZ,NAPSA,111046,103780,7/30/2004
YWHAZ,WWC2,111046,107694,7/30/2004
YWHAQ,NOLC1,109161,110311,7/30/2004
WWP1,YWHAQ,103270,109161,7/30/2004
MVP,YWHAZ,112209,111046,7/30/2004
YWHAQ,PFKL,109161,110559,7/30/2004
YWHAZ,C14ORF166,111046,111863,7/30/2004
YWHAZ,REEP6,111046,102037,7/30/2004
IQGAP1,YWHAQ,103229,109161,7/30/2004
YWHAZ,EEF2,111046,104771,7/30/2004
YWHAZ,CCT4,111046,115294,7/30/2004
KPNB1,YWHAZ,110318,111046,7/30/2004
YWHAZ,SRGAP2,111046,101715,7/30/2004
YWHAZ,GCN1L1,111046,106540,7/30/2004
YWHAZ,NDE1,111046,100021,7/30/2004
YWHAZ,PRDX1,111046,110030,7/30/2004
YWHAQ,HNRNPH1,109161,110600,7/30/2004
AARS2,YWHAQ,114982,109161,7/30/2004
LGALS1,YWHAZ,114620,111046,7/30/2004
YWHAQ,NME7,109161,114284,7/30/2004
YWHAZ,NUFIP1,111046,110605,7/30/2004
YWHAZ,ATP5A1,111046,101717,7/30/2004
YWHAQ,CALM1; CALM2; CALM3,109161,102031,7/30/2004
FBXO7,DLGAP5,112763,106113,7/30/2004
YWHAQ,CFL1,109161,111334,7/30/2004
YWHAQ,PPFIBP1,109161,105540,7/30/2004
CCT3,YWHAZ,101876,111046,7/30/2004
VCP,YWHAZ,111658,111046,7/30/2004
GAPVD1,YWHAZ,103339,111046,7/30/2004
CDK18,YWHAZ,107928,111046,7/30/2004
SIPA1L3,YWHAZ,114316,111046,7/30/2004
TUBA1B,YWHAZ,110865,111046,7/30/2004
SSBP1,YWHAQ,113648,109161,7/30/2004
SF3B3,YWHAZ,104702,111046,7/30/2004
TCP10L,MXD4,103326,106277,7/31/2004
LINC00846,MXD4,109496,106277,7/31/2004
SORBS3,SOCS7,116256,103702,8/1/2004
RAC1,ELMO1,104701,104977,8/1/2004
POLR2J,POLR2A,116078,108908,8/1/2004
YTHDC1,FYN,104245,109836,8/1/2004
BAIAP2,ABI1,105223,109997,8/1/2004
POLR2J,POLR2D,116078,115107,8/1/2004
PRKCZ,ECT2,109176,108033,8/1/2004
PGR,PRDM2,101624,100477,8/1/2004
RSF1,NFKB1,116231,105528,8/1/2004
ECT2,PARD6A,108033,103626,8/1/2004
SRC,PRDM2,107525,100477,8/1/2004
CSK,YTHDC1,103775,104245,8/1/2004
GTF2F2,POLR2J,105393,116078,8/1/2004
ZNF346,ILF3,114992,101497,8/1/2004
ZNF346,XPO5,114992,100997,8/1/2004
CTCF,HSPB9,109641,103045,8/1/2004
HDAC1,HBP1,109208,108453,8/1/2004
POLR2A,POLR2A,108908,108908,8/1/2004
SIN3A,HBP1,111852,108453,8/1/2004
PARD3,ECT2,109139,108033,8/1/2004
POLR2B,POLR2J,113849,116078,8/1/2004
GTF2F1,POLR2J,112170,116078,8/1/2004
