paper_id	word_cited_id
943	word759
943	word779
943	word83
943	word911
943	word930
943	word94
1026	word1139
1026	word1178
1026	word1180
1026	word1202
1026	word1264
1026	word141
1026	word142
1026	word168
1026	word174
1026	word311
1026	word369
1026	word396
1026	word549
1026	word552
1026	word693
1026	word895
1026	word921
1026	word98
1033	word10
1033	word1072
1033	word1178
1033	word1193
1033	word1232
1033	word1264
1033	word1299
1033	word1329
1033	word1348
1033	word141
1033	word300
1033	word311
1033	word361
1033	word376
1033	word379
1033	word407
1033	word496
1033	word626
1033	word724
1033	word912
1033	word964
1033	word974
1033	word98
1033	word991
1034	word10
1034	word1072
1034	word1178
1034	word1180
1034	word1193
1034	word1232
1034	word1264
1034	word1329
1034	word1340
1034	word141
1034	word234
1034	word252
1034	word311
1034	word361
1034	word369
1034	word402
1034	word407
1034	word496
1034	word608
1034	word902
1034	word929
1034	word974
1034	word991
1035	word1052
1035	word1170
1035	word12
1035	word1210
1035	word122
1035	word1250
1035	word1264
1035	word1275
1035	word1291
1035	word1305
1035	word1312
1035	word138
1035	word141
1035	word1424
1035	word17
1035	word212
1035	word231
1035	word264
1035	word300
1035	word511
1035	word597
1035	word776
1035	word861
1035	word90
1213	word1012
1213	word109
1213	word1097
1213	word1124
1213	word1150
1213	word1247
1213	word1302
1213	word1329
1213	word1333
1213	word1360
1213	word1380
1213	word1388
1213	word1390
1213	word1393
1213	word31
1213	word354
1213	word486
1213	word573
1213	word674
1213	word702
1213	word721
1213	word820
1213	word828
1237	word1076
1237	word1175
1237	word1208
1237	word1264
1237	word1356
1237	word592
1246	word1150
1246	word1264
1246	word508
1246	word582
1246	word702
1246	word725
1272	word1349
1272	word206
1272	word370
1272	word399
1272	word71
1272	word764
1272	word815
1272	word875
1272	word98
1365	word1061
1365	word1077
1365	word1139
1365	word1264
1365	word1273
1365	word1281
1365	word1296
1365	word1300
1365	word133
1365	word1354
1365	word1358
1365	word1362
1365	word1385
1365	word446
1365	word541
1365	word544
1365	word559
1365	word589
1365	word86
1365	word974
1385	word1086
1385	word1119
1385	word1264
1385	word1275
1385	word1297
1385	word1304
1385	word1308
1385	word1383
1385	word1407
1385	word20
1385	word346
1385	word383
1385	word396
1385	word448
1385	word450
1385	word451
1385	word511
1385	word549
1385	word678
1385	word723
1385	word861
1481	word1076
1481	word1231
1481	word1264
1481	word1349
1481	word1396
1481	word154
1481	word188
1481	word299
1481	word330
1481	word338
1481	word429
1481	word45
1481	word472
1481	word5
1481	word645
1481	word751
1481	word788
1481	word79
1481	word964
1688	word1067
1688	word116
1688	word1167
1688	word1175
1688	word1208
1688	word1304
1688	word1318
1688	word1329
1688	word1388
1688	word18
1688	word188
1688	word304
1688	word496
1688	word508
1688	word593
1688	word603
1688	word620
1688	word727
1688	word810
1688	word879
1688	word89
1688	word916
1694	word1022
1694	word1036
1694	word1091
1694	word1178
1694	word1263
1694	word1304
1694	word1321
1694	word1410
1694	word188
1694	word20
1694	word322
1694	word471
1694	word473
1694	word478
1694	word508
1694	word775
1694	word93
1717	word104
1717	word1073
1717	word1080
1717	word1098
1717	word1110
1717	word1128
1717	word1205
1717	word126
1717	word1264
1717	word137
1717	word204
1717	word24
1717	word403
1717	word447
1717	word503
1717	word508
1717	word587
1717	word598
1717	word695
1717	word707
1717	word78
1717	word922
1717	word93
1786	word1248
1786	word1250
1786	word1264
1786	word575
1786	word755
1817	word100
1817	word1152
1817	word1178
1817	word1264
1817	word1293
1817	word1428
1817	word177
1817	word206
1817	word300
1817	word432
1817	word45
1817	word496
1817	word508
1817	word592
1817	word616
1817	word676
1817	word716
1817	word845
1817	word875
1817	word876
1919	word1076
1919	word1124
1919	word1171
1919	word1175
1919	word1179
1919	word1180
1919	word1195
1919	word1255
1919	word1321
1919	word1350
1919	word1424
1919	word20
1919	word236
1919	word293
1919	word527
1919	word552
1919	word660
1919	word698
1919	word765
1919	word777
1919	word778
1949	word1076
1949	word1172
1949	word1204
1949	word122
1949	word1263
1949	word1264
1949	word1302
1949	word1382
1949	word1385
1949	word1398
1949	word1432
1949	word203
1949	word399
1949	word49
1949	word5
1949	word561
1949	word611
1949	word729
1949	word759
1949	word850
1949	word90
1949	word912
1949	word94
1951	word1047
1951	word235
1951	word55
1951	word751
1951	word912
1952	word1077
1952	word1124
1952	word1126
1952	word1210
1952	word1263
1952	word1264
1952	word1304
1952	word1329
1952	word1398
1952	word1426
1952	word214
1952	word399
1952	word402
1952	word5
1952	word620
1952	word65
1952	word729
1952	word730
1952	word751
1952	word759
1952	word778
1952	word912
1953	word1020
1953	word1072
1953	word1152
1953	word1153
1953	word1178
1953	word1180
1953	word1210
1953	word1300
1953	word1325
1953	word1331
1953	word1381
1953	word1424
1953	word5
1953	word637
1953	word720
1953	word750
1953	word850
1953	word946
1955	word1171
1955	word1264
1955	word1333
1955	word1391
1955	word1398
1955	word192
1955	word434
1955	word543
1955	word641
1955	word722
1955	word764
1955	word861
1955	word94
1955	word986
1955	word996
1956	word1076
1956	word1098
1956	word1107
1956	word1172
1956	word1178
1956	word1208
1956	word1264
1956	word1293
1956	word1331
1956	word1349
1956	word1353
1956	word1356
1956	word1390
1956	word1396
1956	word142
1956	word317
1956	word434
1956	word59
1956	word779
1956	word837
1959	word1180
1959	word1204
1959	word1230
1959	word1258
1959	word1263
1959	word1264
1959	word1302
1959	word1387
1959	word1398
1959	word1432
1959	word187
1959	word3
1959	word434
1959	word5
1959	word676
1959	word687
1959	word778
1959	word850
1959	word891
1997	word1012
1997	word1160
1997	word1178
1997	word1231
1997	word1258
1997	word1306
1997	word136
1997	word163
1997	word399
1997	word53
1997	word541
1997	word723
1997	word730
1997	word780
1997	word81
1997	word88
1997	word881
1997	word886
1997	word970
1999	word123
1999	word1302
1999	word524
1999	word875
2354	word1076
2354	word1119
2354	word1167
2354	word1204
2354	word1264
2354	word1291
2354	word1302
2354	word1343
2354	word1370
2354	word1394
2354	word188
2354	word235
2354	word40
2354	word696
2354	word699
2354	word701
2354	word702
2354	word730
2354	word811
2354	word860
2354	word980
2440	word1006
2440	word1096
2440	word1235
2440	word1262
2440	word1264
2440	word1349
2440	word703
2440	word764
2440	word950
2653	word1094
2653	word1206
2653	word1210
2653	word1260
2653	word1264
2653	word127
2653	word1316
2653	word1329
2653	word1331
2653	word1333
2653	word1390
2653	word293
2653	word399
2653	word46
2653	word491
2653	word53
2653	word560
2653	word730
2653	word828
2653	word864
2653	word927
2654	word1160
2654	word1167
2654	word1170
2654	word1264
2654	word1291
2654	word1293
2654	word1297
2654	word1302
2654	word1315
2654	word1329
2654	word1335
2654	word1382
2654	word368
2654	word508
2654	word531
2654	word703
2654	word709
2654	word727
2654	word755
2654	word828
2654	word859
2654	word937
2654	word99
2658	word1028
2658	word1192
2658	word1264
2658	word180
2658	word24
2658	word331
2658	word335
2658	word40
2658	word435
2658	word448
2658	word489
2658	word508
2658	word611
2658	word699
2658	word761
2658	word805
2658	word817
2658	word855
2658	word927
2663	word1026
2663	word1080
2663	word1124
2663	word1218
2663	word129
2663	word1321
2663	word133
2663	word180
2663	word232
2663	word275
2663	word337
2663	word368
2663	word515
2663	word540
2663	word62
2663	word641
2663	word655
2663	word730
2663	word808
2663	word888
2665	word1231
2665	word1264
2665	word1398
2665	word158
2665	word20
2665	word40
2665	word448
2665	word489
2665	word508
2665	word576
2665	word59
2665	word60
2665	word648
2665	word66
2665	word727
2665	word756
2665	word817
2665	word832
2665	word90
2665	word925
2695	word106
2695	word1077
2695	word1213
2695	word1274
2695	word1361
2695	word1382
2695	word1390
2695	word194
2695	word20
2695	word521
2695	word587
2695	word616
2695	word697
2695	word772
2695	word775
2695	word913
2695	word968
2695	word970
2696	word108
2696	word1118
2696	word1121
2696	word1178
2696	word1207
2696	word1264
2696	word1296
2696	word133
2696	word1349
2696	word137
2696	word537
2696	word59
2696	word699
2696	word76
2696	word858
2696	word878
2696	word913
2696	word965
2696	word983
2698	word1076
2698	word1188
2698	word1224
2698	word1297
2698	word1307
2698	word1361
2698	word1369
2698	word1427
2698	word1428
2698	word178
2698	word20
2698	word423
2698	word542
2698	word565
2698	word616
2698	word68
2698	word775
2698	word883
2698	word913
2702	word1073
2702	word1142
2702	word1184
2702	word1210
2702	word1218
2702	word1291
2702	word1353
2702	word1389
2702	word180
2702	word191
2702	word216
2702	word227
2702	word239
2702	word259
2702	word423
2702	word508
2702	word541
2702	word576
2702	word814
2702	word823
2702	word932
3084	word1076
3084	word1159
3084	word1204
3084	word1210
3084	word1214
3084	word1229
3084	word1264
3084	word1302
3084	word1321
3084	word1375
3084	word1398
3084	word1404
3084	word188
3084	word45
3084	word5
3084	word620
3084	word725
3084	word751
3084	word980
3085	word1033
3085	word1145
3085	word118
3085	word1181
3085	word1210
3085	word1229
3085	word1245
3085	word1258
3085	word1291
3085	word1321
3085	word211
3085	word235
3085	word314
3085	word387
3085	word401
3085	word41
3085	word436
3085	word63
3085	word72
3085	word868
3095	word1047
3095	word1119
3095	word1172
3095	word1300
3095	word1306
3095	word1321
3095	word1326
3095	word1356
3095	word1382
3095	word1394
3095	word235
3095	word41
3095	word5
3095	word538
3095	word593
3095	word751
3095	word756
3095	word759
3095	word79
3095	word813
3095	word82
3095	word898
3095	word90
3097	word1072
3097	word1152
3097	word1173
3097	word1208
3097	word1210
3097	word1231
3097	word1263
3097	word1264
3097	word1300
3097	word1394
3097	word1426
3097	word155
3097	word227
3097	word41
3097	word42
3097	word620
3097	word624
3097	word758
3097	word778
3097	word839
3097	word88
3097	word993
3101	word1021
3101	word1076
3101	word122
3101	word1231
3101	word1263
3101	word1304
3101	word1326
3101	word1332
3101	word1394
3101	word1398
3101	word1428
3101	word407
3101	word5
3101	word510
3101	word611
3101	word697
3101	word729
3101	word751
3101	word759
3101	word912
3101	word941
3112	word1077
3112	word1124
3112	word1164
3112	word1173
3112	word1178
3112	word1181
3112	word1192
3112	word121
3112	word1231
3112	word1306
3112	word1326
3112	word1331
3112	word1352
3112	word193
3112	word36
3112	word404
3112	word5
3112	word594
3112	word625
3112	word764
3112	word861
3112	word880
3112	word918
3112	word935
3187	word1036
3187	word1255
3187	word205
3187	word264
3187	word346
3187	word431
3191	word1076
3191	word1208
3191	word1210
3191	word1251
3191	word1260
3191	word1277
3191	word1286
3191	word1353
3191	word1354
3191	word1377
3191	word1390
3191	word1432
3191	word196
3191	word199
3191	word277
3191	word305
3191	word337
3191	word402
3191	word662
3191	word807
3192	word1173
3192	word1210
3192	word1255
3192	word1268
3192	word1341
3192	word1414
3192	word42
3192	word541
3192	word662
3217	word1042
3217	word1144
3217	word1178
3217	word1264
3217	word1302
3217	word1334
3217	word1335
3217	word1349
3217	word1390
3217	word206
3217	word239
3217	word290
3217	word379
3217	word508
3217	word540
3217	word620
3217	word724
3217	word730
3217	word765
3217	word875
3217	word970
3217	word982
3218	word1132
3218	word1144
3218	word1152
3218	word1160
3218	word1178
3218	word1204
3218	word133
3218	word136
3218	word153
3218	word256
3218	word399
3218	word417
3218	word476
3218	word508
3218	word536
3218	word616
3218	word676
3218	word726
3218	word735
3218	word815
3220	word1026
3220	word1169
3220	word1262
3220	word1264
3220	word1267
3220	word232
3220	word261
3220	word262
3220	word274
3220	word275
3220	word282
3220	word284
3220	word360
3220	word508
3220	word716
3220	word726
3220	word757
3220	word83
3220	word87
3220	word9
3220	word94
3222	word100
3222	word1042
3222	word1119
3222	word1157
3222	word1178
3222	word1255
3222	word1258
3222	word1276
3222	word1302
3222	word132
3222	word142
3222	word212
3222	word314
3222	word359
3222	word44
3222	word59
3222	word611
3222	word62
3222	word755
3222	word854
3222	word925
3222	word94
3223	word1049
3223	word1119
3223	word1124
3223	word1144
3223	word1178
3223	word1264
3223	word1267
3223	word1361
3223	word1382
3223	word1414
3223	word1426
3223	word1427
3223	word152
3223	word204
3223	word26
3223	word508
3223	word716
3223	word764
3223	word781
3223	word820
3223	word90
3223	word913
3223	word914
3229	word1349
3229	word147
3229	word620
3229	word775
3231	word1153
3231	word1179
3231	word1262
3231	word1264
3231	word1328
3231	word1334
3231	word1337
3231	word1354
3231	word1355
3231	word1361
3231	word223
3231	word229
3231	word417
3231	word508
3231	word531
3231	word589
3231	word716
3231	word764
3231	word815
3231	word818
3231	word876
3231	word941
3232	word1084
3232	word1144
3232	word1157
3232	word1199
3232	word1264
3232	word1277
3232	word1281
3232	word1361
3232	word1387
3232	word1414
3232	word204
3232	word263
3232	word465
3232	word470
3232	word508
3232	word561
3232	word700
3232	word736
3232	word779
3232	word875
3232	word94
3232	word982
3233	word1097
3233	word1115
3233	word1199
3233	word1210
3233	word1281
3233	word1321
3233	word1333
3233	word1335
3233	word1354
3233	word136
3233	word1382
3233	word152
3233	word163
3233	word278
3233	word314
3233	word465
3233	word540
3233	word541
3233	word730
3233	word755
3233	word886
3235	word1097
3235	word1115
3235	word1119
3235	word1147
3235	word124
3235	word1263
3235	word1269
3235	word1313
3235	word132
3235	word1333
3235	word1334
3235	word134
3235	word1353
3235	word1394
3235	word1428
3235	word209
3235	word336
3235	word508
3235	word59
3235	word616
3235	word736
3235	word755
3235	word815
3235	word854
3236	word1029
3236	word1098
3236	word1172
3236	word1234
3236	word1264
3236	word1329
3236	word1361
3236	word1377
3236	word1419
3236	word212
3236	word28
3236	word42
3236	word508
3236	word537
3236	word563
3236	word567
3236	word674
3236	word677
3236	word764
3236	word923
3237	word100
3237	word1054
3237	word1152
3237	word1302
3237	word1354
3237	word136
3237	word1382
3237	word204
3237	word293
3237	word384
3237	word402
3237	word508
3237	word628
3237	word699
3237	word716
3237	word730
3237	word735
3237	word81
3237	word815
3237	word876
3240	word1044
3240	word1119
3240	word1143
3240	word1178
3240	word1207
3240	word1210
3240	word1255
3240	word1263
3240	word1264
3240	word132
3240	word1337
3240	word27
3240	word306
3240	word508
3240	word62
3240	word698
3240	word725
3240	word755
3240	word773
3240	word815
3240	word925
3243	word1076
3243	word1077
3243	word111
3243	word1132
3243	word1141
3243	word1178
3243	word206
3243	word314
3243	word368
3243	word375
3243	word378
3243	word519
3243	word572
3243	word811
3243	word815
3243	word875
3828	word1349
3828	word554
3828	word88
3932	word1076
3932	word1150
3932	word1250
3932	word1398
3932	word796
3932	word871
4274	word1033
4274	word1076
4274	word1132
4274	word1162
4274	word1178
4274	word1210
4274	word1235
4274	word1264
4274	word1297
4274	word1349
4274	word1353
4274	word138
4274	word1398
4274	word264
4274	word285
4274	word288
4274	word302
4274	word429
4274	word726
4274	word730
4274	word884
4274	word94
4329	word1110
4329	word1178
4329	word1185
4329	word1210
4329	word1263
4329	word1264
4329	word1331
4329	word1353
4329	word136
4329	word1361
4329	word1385
4329	word1410
4329	word177
4329	word27
4329	word277
4329	word447
4329	word541
4329	word695
4329	word730
4329	word78
4329	word930
4329	word982
4330	word1055
4330	word1110
4330	word1210
4330	word1264
4330	word1329
4330	word1361
4330	word1377
4330	word239
4330	word282
4330	word447
4330	word472
4330	word508
4330	word667
4330	word694
4330	word695
4330	word699
4330	word752
4330	word778
4330	word78
4335	word1110
4335	word1128
4335	word1178
4335	word1210
4335	word126
4335	word1302
4335	word133
4335	word136
4335	word169
4335	word213
4335	word447
4335	word452
4335	word48
4335	word508
4335	word535
4335	word541
4335	word776
4335	word78
4335	word784
4335	word809
4335	word97
4553	word1076
4553	word1097
4553	word1152
4553	word1178
4553	word1264
4553	word1276
4553	word1310
4553	word1321
4553	word1382
4553	word204
4553	word399
4553	word4
4553	word417
4553	word503
4553	word508
4553	word616
4553	word697
4553	word735
4553	word815
4553	word87
4553	word89
4584	word1019
4584	word1036
4584	word1072
4584	word1248
4584	word1250
4584	word1264
4584	word1275
4584	word1304
4584	word1370
4584	word152
4584	word188
4584	word20
4584	word293
4584	word396
4584	word40
4584	word436
4584	word549
4584	word66
4584	word775
4584	word797
4584	word912
4637	word1210
4637	word1220
4637	word1264
4637	word1298
4637	word1315
4637	word132
4637	word1320
4637	word1329
4637	word1333
4637	word188
4637	word251
4637	word368
4637	word508
4637	word522
4637	word648
4637	word702
4637	word883
4637	word922
4649	word1050
4649	word1058
4649	word1132
4649	word1144
4649	word1152
4649	word1190
4649	word1264
4649	word1302
4649	word133
4649	word1349
4649	word1353
4649	word336
4649	word40
4649	word402
4649	word510
4649	word519
4649	word703
4649	word730
4649	word75
4649	word801
4649	word817
4649	word94
4660	word1103
4660	word1144
4660	word1264
4660	word1306
4660	word1309
4660	word131
4660	word1377
4660	word1382
4660	word1394
4660	word148
4660	word508
4660	word589
4660	word616
4660	word728
4660	word746
4660	word755
4660	word764
4660	word841
4660	word915
4660	word986
4804	word1023
4804	word1178
4804	word1210
4804	word1213
4804	word1229
4804	word1264
4804	word1329
4804	word133
4804	word134
4804	word1360
4804	word234
4804	word306
4804	word337
4804	word40
4804	word475
4804	word702
4804	word937
4804	word958
4804	word979
4804	word987
4878	word1148
4878	word1178
4878	word1216
4878	word1239
4878	word1264
4878	word155
4878	word188
4878	word36
4878	word39
4878	word470
4878	word5
4878	word648
4878	word729
4878	word751
4878	word961
4878	word979
4983	word1150
4983	word1273
4983	word1385
4983	word174
4983	word511
4983	word620
4983	word722
4983	word736
4983	word912
5038	word1077
5038	word1082
5038	word1127
5038	word1206
5038	word1264
5038	word1274
5038	word1302
5038	word1315
5038	word1333
5038	word1377
5038	word1387
5038	word1427
5038	word22
5038	word262
5038	word508
5038	word53
5038	word62
5038	word72
5055	word1033
5055	word1160
5055	word1178
5055	word1180
5055	word1232
5055	word1291
5055	word1309
5055	word1329
5055	word1332
5055	word1382
5055	word467
5055	word50
5055	word55
5055	word561
5055	word60
5055	word674
5055	word755
5055	word765
5055	word828
5055	word843
5055	word848
5055	word916
5055	word970
5062	word1210
5062	word1254
5062	word1300
5062	word41
5062	word759
5064	word1052
5064	word1153
5064	word1172
5064	word1178
5064	word1210
5064	word1231
5064	word1263
5064	word127
5064	word1300
5064	word1334
5064	word1353
5064	word327
5064	word378
5064	word41
5064	word429
5064	word5
5064	word702
5064	word751
5064	word759
5064	word923
5064	word964
5069	word1172
5069	word1178
5069	word1210
5069	word123
5069	word1248
5069	word1263
5069	word1300
5069	word1318
5069	word1390
5069	word20
5069	word245
5069	word41
5069	word5
5069	word510
5069	word538
5069	word69
5069	word751
5069	word759
5069	word884
5069	word916
5069	word94
5069	word964
5075	word1076
5075	word1178
5075	word1181
5075	word1250
5075	word1309
5075	word1332
5075	word1353
5075	word1382
5075	word1423
5075	word1426
5075	word209
5075	word41
5075	word5
5075	word508
5075	word624
5075	word704
5075	word716
5075	word725
5075	word736
5075	word751
5075	word759
5075	word858
5075	word979
5075	word995
5086	word1210
5086	word1235
5086	word1248
5086	word1250
5086	word1286
5086	word130
5086	word1329
5086	word1425
5086	word239
5086	word337
5086	word416
5086	word525
5086	word699
5086	word807
5086	word894
5086	word999
5194	word133
5194	word20
5194	word775
5194	word811
5194	word813
5348	word1067
5348	word1178
5348	word1186
5348	word1264
5348	word137
5348	word1382
5348	word14
5348	word194
5348	word20
5348	word216
5348	word318
5348	word390
5348	word487
5348	word587
5348	word697
5348	word699
5348	word701
5348	word716
5348	word734
5348	word74
5348	word750
5348	word772
5348	word775
5348	word913
5348	word987
5454	word1173
5454	word1175
5454	word122
5454	word1264
5454	word1296
5454	word1427
5454	word158
5454	word20
5454	word283
5454	word366
5454	word433
5454	word537
5454	word538
5454	word626
5454	word73
5454	word784
5454	word852
5454	word86
5454	word913
5462	word1025
5462	word1067
5462	word1095
5462	word1097
5462	word1121
5462	word124
5462	word1242
5462	word1315
5462	word133
5462	word1357
5462	word144
5462	word158
5462	word20
5462	word337
5462	word340
5462	word382
5462	word457
5462	word458
5462	word469
5462	word481
5462	word534
5462	word750
5462	word757
5462	word778
5600	word1055
5600	word1144
5600	word1178
5600	word1180
5600	word1181
5600	word1315
5600	word27
5600	word280
5600	word471
5600	word538
5600	word607
5600	word625
5600	word751
5600	word758
5600	word811
5600	word817
5600	word895
5600	word896
5600	word923
5869	word1055
5869	word1061
5869	word1178
5869	word1188
5869	word1210
5869	word1264
5869	word1353
5869	word1357
5869	word1427
5869	word20
5869	word304
5869	word386
5869	word415
5869	word429
5869	word537
5869	word610
5869	word620
5869	word667
5869	word726
5869	word878
5869	word916
5869	word965
5959	word1061
5959	word1199
5959	word1238
5959	word1250
5959	word1264
5959	word1294
5959	word1329
5959	word1425
5959	word157
5959	word248
5959	word413
5959	word465
5959	word634
5959	word758
5959	word764
5959	word980
5966	word1144
5966	word1178
5966	word119
5966	word1293
5966	word133
5966	word1428
5966	word206
5966	word26
5966	word300
5966	word311
5966	word496
5966	word508
5966	word616
5966	word815
5966	word875
5966	word975
6125	word1064
6125	word1077
6125	word1092
6125	word1115
6125	word1204
6125	word1258
6125	word1264
6125	word1309
6125	word1329
6125	word1337
6125	word1353
6125	word1356
6125	word339
6125	word346
6125	word40
6125	word508
6125	word620
6125	word726
6125	word730
6125	word785
6125	word828
6125	word962
6125	word970
6130	word1053
6130	word1160
6130	word1178
6130	word1205
6130	word1264
6130	word1331
6130	word136
6130	word1382
6130	word1411
6130	word360
6130	word510
6130	word53
6130	word611
6130	word756
6130	word925
6130	word932
6130	word968
6151	word1061
6151	word1076
6151	word1152
6151	word1172
6151	word1175
6151	word1199
6151	word1208
6151	word1264
6151	word1296
6151	word1333
6151	word229
6151	word325
6151	word394
6151	word396
6151	word569
6151	word820
6151	word87
6151	word962
6152	word100
6152	word1074
6152	word1097
6152	word1263
6152	word1264
6152	word1275
6152	word133
6152	word1377
6152	word1382
6152	word20
6152	word360
6152	word510
6152	word537
6152	word582
6152	word724
6152	word730
6152	word736
6152	word775
6152	word874
6152	word938
6152	word970
6155	word1076
6155	word1133
6155	word1145
6155	word1210
6155	word1264
6155	word1275
6155	word1321
6155	word1382
6155	word1392
6155	word174
6155	word293
6155	word459
6155	word503
6155	word508
6155	word582
6155	word620
6155	word883
6155	word912
6155	word987
6163	word1072
6163	word1076
6163	word1133
6163	word1264
6163	word1277
6163	word1280
6163	word1329
6163	word133
6163	word14
6163	word248
6163	word293
6163	word337
6163	word360
6163	word40
6163	word43
6163	word582
6163	word599
6163	word670
6163	word742
6163	word775
6163	word976
6169	word1050
6169	word1076
6169	word1077
6169	word1132
6169	word1177
6169	word1178
6169	word1204
6169	word1230
6169	word1264
6169	word1302
6169	word1304
6169	word1390
6169	word285
6169	word42
6169	word582
6169	word636
6169	word781
6169	word872
6169	word924
6169	word94
6169	word992
6170	word1124
6170	word1133
6170	word1195
6170	word1204
6170	word1237
6170	word1302
6170	word1315
6170	word1382
6170	word1387
6170	word1398
6170	word174
6170	word180
6170	word195
6170	word285
6170	word293
6170	word327
6170	word613
6170	word620
6170	word650
6170	word811
6170	word830
6170	word980
6184	word1076
6184	word1116
6184	word1178
6184	word1210
6184	word1264
6184	word1273
6184	word1296
6184	word1329
6184	word1361
6184	word166
6184	word188
6184	word2
6184	word511
6184	word531
6184	word58
6184	word624
6184	word733
6184	word778
6184	word787
6184	word835
6184	word837
6184	word912
6196	word1041
6196	word1046
6196	word1048
6196	word1065
6196	word1264
6196	word1360
6196	word1380
6196	word14
6196	word259
6196	word508
6196	word517
6196	word582
6196	word60
6196	word625
6196	word762
6196	word766
6196	word781
6196	word809
6209	word1050
6209	word1073
6209	word1074
6209	word1124
6209	word1169
6209	word1178
6209	word1206
6209	word1260
6209	word1263
6209	word1264
6209	word1302
6209	word1370
6209	word1390
6209	word212
6209	word39
6209	word511
6209	word582
6209	word600
6209	word832
6209	word861
6209	word875
6209	word938
6209	word960
6210	word1052
6210	word1175
6210	word1178
6210	word1234
6210	word125
6210	word1264
6210	word1277
6210	word1349
6210	word1412
6210	word209
