id,filename,full_classification,top_level_class
500,http:##www.medg.lcs.mit.edu#ftp#doyle#som83.ps,/Artificial_Intelligence/Agents/,Artificial_Intelligence
501,http:##www.medg.lcs.mit.edu#ftp#doyle#stra83.ps,/Artificial_Intelligence/Expert_Systems/,Artificial_Intelligence
502,http:##www.medg.lcs.mit.edu#ftp#doyle#rapo85.ps,/Artificial_Intelligence/Agents/,Artificial_Intelligence
504,http:##www.medg.lcs.mit.edu#ftp#doyle#cbrr89.ps,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/,Artificial_Intelligence
506,http:##www.medg.lcs.mit.edu#ftp#doyle#rrrp92.ps,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/,Artificial_Intelligence
526,http:##www.cs.utexas.edu#users#vl#mypapers#ael_and_ic.ps,/Programming/Logic/,Programming
559,http:##theory.lcs.mit.edu#~rsschwar#papers#pnas-short.ps,/Data_Structures__Algorithms_and_Theory/Formal_Languages/,Data_Structures__Algorithms_and_Theory
589,ftp:##ftp.cs.utah.edu#pub#etyma95.ps.Z,/Programming/Object_Oriented/,Programming
590,ftp:##mancos.cs.utah.edu#papers#typesafety.ps.Z,/Programming/Object_Oriented/,Programming
591,ftp:##ftp.cs.utah.edu#techreports#1995#UUCS-95-007.ps.Z,/Programming/Object_Oriented/,Programming
592,ftp:##ftp.cs.utah.edu#pub#iccl92.ps,/Programming/Object_Oriented/,Programming
593,http:##www.cse.ogi.edu#~sherri#BruceParadigmatic.ps,/Programming/Object_Oriented/,Programming
597,http:##www.cs.purdue.edu#homes#palsberg#paper#ic94.ps.gz,/Programming/Object_Oriented/,Programming
599,http:##www.cs.duke.edu#~ola#courses#cps108#readings#ecoop93-patterns.ps,/Programming/Object_Oriented/,Programming
600,http:##geyer.lcs.mit.edu#~jchapin#6853#Papers#spring-evolution.ps,/Programming/Object_Oriented/,Programming
605,ftp:##ftp.cs.utah.edu#techreports#1992#UUCS-92-033.ps.Z,/Programming/Object_Oriented/,Programming
608,ftp:##ftp.cs.indiana.edu#pub#techreports#TR349.ps.Z,/Programming/Object_Oriented/,Programming
610,http:##http.cs.berkeley.edu#~asah#papers#other#printed#old-fashioed-realtime.ps.gz,/Operating_Systems/Distributed/,Operating_Systems
611,ftp:##ftp-pubs.lcs.mit.edu#pub#lcs-pubs#tr.outbox#MIT-LCS-TR-632.ps.gz,/Operating_Systems/Fault_Tolerance/,Operating_Systems
613,http:##www.eecs.berkeley.edu#~tah#Publications#the_algorithmic_analysis_of_hybrid_systems.ps,/Data_Structures__Algorithms_and_Theory/Formal_Languages/,Data_Structures__Algorithms_and_Theory
621,ftp:##ftp-pubs.lcs.mit.edu#pub#lcs-pubs#tr.outbox#MIT-LCS-TR-587.ps.gz,/Data_Structures__Algorithms_and_Theory/Randomized/,Data_Structures__Algorithms_and_Theory
626,http:##www.sds.lcs.mit.edu#spd#larch#pub#larchBook.ps,/Artificial_Intelligence/Theorem_Proving/,Artificial_Intelligence
627,ftp:##ftp-pubs.lcs.mit.edu#pub#lcs-pubs#tm.outbox#MIT-LCS-TM-511.ps.gz,/Artificial_Intelligence/Theorem_Proving/,Artificial_Intelligence
628,http:##www.eecs.berkeley.edu#~tah#Publications#sooner_is_safer_than_later.ps,/Operating_Systems/Realtime/,Operating_Systems
630,http:##www.eecs.berkeley.edu#~tah#Publications#symbolic_model_checking_for_real-time_systems.ps,/Data_Structures__Algorithms_and_Theory/Formal_Languages/,Data_Structures__Algorithms_and_Theory
635,http:##www.cs.utah.edu#~sds#synergy#microkernel#mach#papers#ni_final.ps.gz,/Encryption_and_Compression/Security/,Encryption_and_Compression
637,ftp:##theory.lcs.mit.edu#pub#people#victor_l#thesis.ps,/Operating_Systems/Distributed/,Operating_Systems
642,file:##theory.lcs.mit.edu#pub#people#segala#PODC94.ps.Z,/Data_Structures__Algorithms_and_Theory/Randomized/,Data_Structures__Algorithms_and_Theory
643,http:##theory.lcs.mit.edu#tds#papers#Lynch#PODC87.ps,/Operating_Systems/Distributed/,Operating_Systems
644,ftp:##ftp-pubs.lcs.mit.edu#pub#lcs-pubs#tm.outbox#MIT-LCS-TM-480.b.ps.gz,/Data_Structures__Algorithms_and_Theory/Formal_Languages/,Data_Structures__Algorithms_and_Theory
645,http:##theory.lcs.mit.edu#tds#papers#Lynch#REX91.ps,/Data_Structures__Algorithms_and_Theory/Formal_Languages/,Data_Structures__Algorithms_and_Theory
648,ftp:##theory.lcs.mit.edu#pub#tds#vehicle.ps.gz,/Data_Structures__Algorithms_and_Theory/Formal_Languages/,Data_Structures__Algorithms_and_Theory
649,ftp:##ftp.cs.cornell.edu#pub#tah#Papers#logics_and_models_of_real_time.ps,/Data_Structures__Algorithms_and_Theory/Formal_Languages/,Data_Structures__Algorithms_and_Theory
651,http:##www.cs.cmu.edu#afs#cs.cmu.edu#project#garnet#www#pbd-group#papers#concur.ps,/Operating_Systems/Distributed/,Operating_Systems
656,ftp:##ftp.cs.cornell.edu#pub#tah#Papers#back_to_the_future.ps,/Data_Structures__Algorithms_and_Theory/Formal_Languages/,Data_Structures__Algorithms_and_Theory
658,ftp:##ftp.cs.cornell.edu#pub#tah#Papers#real-time_system=discrete_system+clock_variables.ps,/Data_Structures__Algorithms_and_Theory/Formal_Languages/,Data_Structures__Algorithms_and_Theory
659,ftp:##ftp-pubs.lcs.mit.edu#pub#lcs-pubs#tr.outbox#MIT-LCS-TR-676.ps.gz,/Data_Structures__Algorithms_and_Theory/Randomized/,Data_Structures__Algorithms_and_Theory
668,http:##http.cs.berkeley.edu#~miyamoto#classes#spring98#cs265#expert#papers#anderson93.ps.gz,/Programming/Compiler_Design/,Programming
673,http:##www.cs.cornell.edu#Info#People#prakas#papers#lcpc94.ps,/Programming/Compiler_Design/,Programming
678,ftp:##ftp.cs.umd.edu#pub#papers#papers#3108#3108.ps.Z,/Programming/Compiler_Design/,Programming
679,ftp:##ftp.cs.umd.edu#pub#papers#papers#3430#3430.ps.Z,/Programming/Compiler_Design/,Programming
680,ftp:##ftp.cs.umd.edu#pub#papers#papers#3571#3571.ps.Z,/Programming/Compiler_Design/,Programming
681,ftp:##ftp.cs.umass.edu#pub#mckinley#ics92.ps.gz,/Operating_Systems/Memory_Management/,Operating_Systems
684,http:##www.csg.lcs.mit.edu:8001#Users#vivek#ps#SaTh92.ps,/Programming/Compiler_Design/,Programming
686,http:##suif.stanford.edu#papers#wolf92.ps,/Programming/Compiler_Design/,Programming
687,http:##suif.stanford.edu#papers#wolf91b.ps,/Programming/Compiler_Design/,Programming
724,http:##www.cs.cornell.edu#Info#Faculty#bsmith#nossdav.ps.gz,/Encryption_and_Compression/Compression/,Encryption_and_Compression
726,http:##ferdowsi.eecs.berkeley.edu#~emile#publications#ms.ps,/Information_Retrieval/Digital_Library/,Information_Retrieval
737,http:##http.cs.berkeley.edu#~drew#Papers#sosp95.orig.ps,/Operating_Systems/Distributed/,Operating_Systems
741,ftp:##ftp-pubs.lcs.mit.edu#pub#lcs-pubs#tr.outbox#MIT-LCS-TR-574.ps.gz,/Programming/Garbage_Collection/,Programming
742,ftp:##ftp.cs.umass.edu#pub#osl#papers#tse92.ps.Z,/Databases/Object_Oriented/,Databases
743,ftp:##ftp.cs.umass.edu#pub#osl#papers#tois90.ps.Z,/Databases/Object_Oriented/,Databases
763,ftp:##ftp.cs.washington.edu#pub#ai#tr92-05-01a.ps.Z,/Artificial_Intelligence/Planning/,Artificial_Intelligence
777,file:##ftp.ai.mit.edu#pub#users#dam#aaai91c.ps,/Artificial_Intelligence/Planning/,Artificial_Intelligence
783,ftp:##ftp.cs.washington.edu#pub#ai#ucpop-kr92.ps.Z,/Artificial_Intelligence/Planning/,Artificial_Intelligence
801,ftp:##ic.eecs.berkeley.edu#pub#Papers_Talks#Analog_Group#PostScript#CICC93_malavasi.ps.Z,/Hardware_and_Architecture/Logic_Design/,Hardware_and_Architecture
822,ftp:##ftp.cs.wisc.edu#math-prog#tech-reports#95-07.ps,/Artificial_Intelligence/Games_and_Search/,Artificial_Intelligence
823,http:##www.cs.wisc.edu#~fischer#ftp#pub#tech-reports#ncstrl.uwmadison#MP-TR-95-10#MP-TR-95-10.ps.Z,/Programming/Software_Development/,Programming
831,ftp:##ftp.cs.wisc.edu#math-prog#tech-reports#97-14.ps,/Artificial_Intelligence/Games_and_Search/,Artificial_Intelligence
837,ftp:##ftp.cs.wisc.edu#math-prog#tech-reports#97-16.ps,/Artificial_Intelligence/Games_and_Search/,Artificial_Intelligence
854,http:##www.cs.huji.ac.il#course#advenv#Guide#tkUsenix91.ps,/Programming/Object_Oriented/,Programming
855,http:##www.cs.virginia.edu#~uigroup#docs#publications#Suit.lessons.paper.ps,/Human_Computer_Interaction/Interface_Design/,Human_Computer_Interaction
859,http:##www.isi.edu#isd#Mastermind#Papers#DSVIS96.ps,/Human_Computer_Interaction/Interface_Design/,Human_Computer_Interaction
868,http:##louis.hunter.cuny.edu#faculty#epstein#papers#IJIS.ps,/Artificial_Intelligence/Games_and_Search/,Artificial_Intelligence
869,http:##louis.hunter.cuny.edu#faculty#epstein#papers#CogSci.ps,/Artificial_Intelligence/Agents/,Artificial_Intelligence
870,http:##louis.hunter.cuny.edu#faculty#epstein#papers#relevance.ps,/Artificial_Intelligence/Agents/,Artificial_Intelligence
886,http:##louis.hunter.cuny.edu#faculty#epstein#papers#CogScimaryjo.ps,/Artificial_Intelligence/Agents/,Artificial_Intelligence
887,http:##www.cs.technion.ac.il#~david#Papers#Tech_Reports#lpcr9403.PS.gz,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/,Artificial_Intelligence
899,http:##HTTP.CS.Berkeley.EDU#~padmanab#papers#www_fall94.ps,/Networking/Internet/,Networking
900,http:##www.cs.berkeley.edu#~padmanab#research#papers#ccr-july96.ps,/Networking/Internet/,Networking
906,ftp:##ftp.ai.mit.edu#pub#cbcl#GirJonPogNC.ps.gz,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
910,ftp:##publications.ai.mit.edu#ai-publications#1000-1499#AIM-1140.ps.Z,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
936,file:##ftp.cc.gatech.edu#pub#ai#ram#git-cc-92-04.ps.Z,/Artificial_Intelligence/Machine_Learning/Case-Based/,Artificial_Intelligence
940,http:##www.cc.gatech.edu#faculty#ashwin#papers#er-90-03.ps.Z,/Artificial_Intelligence/Machine_Learning/Case-Based/,Artificial_Intelligence
941,http:##www.cc.gatech.edu#faculty#ashwin#papers#er-90-01.ps.Z,/Artificial_Intelligence/Machine_Learning/Case-Based/,Artificial_Intelligence
942,file:##ftp.cc.gatech.edu#pub#ai#ram#er-90-02.ps.Z,/Artificial_Intelligence/Machine_Learning/Case-Based/,Artificial_Intelligence
943,file:##ftp.cc.gatech.edu#pub#ai#ram#git-cc-92-03.ps.Z,/Artificial_Intelligence/Machine_Learning/Case-Based/,Artificial_Intelligence
984,ftp:##ftp.cs.umd.edu#pub#realtime#fischer-thesis.ps.gz,/Data_Structures__Algorithms_and_Theory/Logic/,Data_Structures__Algorithms_and_Theory
994,ftp:##ftp.cs.umd.edu#pub#papers#papers#3457#3457.ps.Z,/Programming/Compiler_Design/,Programming
995,http:##www.cs.cornell.edu#Info#Courses#Spring-98#CS612#papers#omega.ps,/Programming/Compiler_Design/,Programming
1014,http:##www.cis.ohio-state.edu#~fridella#papers#tools97.ps.gz,/Programming/Object_Oriented/,Programming
1016,http:##www.physics.utah.edu#~basko#root#home#grad#condella#classwork#ma575#notes#pvm_system.ps.Z,/Operating_Systems/Distributed/,Operating_Systems
1026,http:##www.santafe.edu#~amessing#baldwin.ps,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/,Artificial_Intelligence
1033,http:##www.cogs.susx.ac.uk#users#gilesm#sab96.ps,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/,Artificial_Intelligence
1034,http:##www.cogs.susx.ac.uk#users#gilesm#ec.ps,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/,Artificial_Intelligence
1035,http:##www-cse.ucsd.edu#users#fil#Papers#alife4.word.ps,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/,Artificial_Intelligence
1047,http:##www.cs.utexas.edu#users#lavender#courses#scheme#recursive.ps,/Programming/Functional/,Programming
1050,http:##www.media.mit.edu#~lieber#Lieberary#GC#Realtime#Realtime.ps,/Programming/Garbage_Collection/,Programming
1055,http:##info.internet.isi.edu:80#in-notes#rfc#files#rfc1951.ps,/Networking/Internet/,Networking
1067,http:##cs.anu.edu.au#~Lex.Weaver#pub_sem#publications#alife-pa125.ps,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
1068,http:##www.cs.caltech.edu#~arvo#papers#FuncAnalysis.ps,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
1069,http:##www-graphics.stanford.edu#papers#importance#importance.ps.Z,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
1073,ftp:##ftp.cs.uu.nl#pub#RUU#CS#techreps#CS-1994#1994-34.ps.gz,/Data_Structures__Algorithms_and_Theory/Computational_Complexity/,Data_Structures__Algorithms_and_Theory
1075,http:##www-graphics.stanford.edu#papers#texture#texture.nocolor.ps.Z,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
1093,http:##www.graphics.cornell.edu#pubs#1993#Zat93.ps.gz,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
1099,http:##www.cs.princeton.edu#~funk#symp92.ps.gz,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
1110,ftp:##olympos.cs.umd.edu#pub#TechReports#pods89.fractals.ps,/Databases/Performance/,Databases
1129,ftp:##ftp.cs.umd.edu#pub#papers#papers#3032#3032.ps.Z,/Databases/Relational/,Databases
1149,ftp:##olympos.cs.umd.edu#pub#TechReports#vldb87.ps,/Databases/Relational/,Databases
1185,http:##www.cis.ohio-state.edu#volviz#Papers#1996#WCNN96.ps.gz,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
1187,file:##ftp.cs.york.ac.uk#pub#realtime#papers#euromicro6_BTW.ps.Z,/Operating_Systems/Realtime/,Operating_Systems
1194,ftp:##ftp.cs.umd.edu#pub#realtime#rtss93-TCEL.ps.gz,/Operating_Systems/Realtime/,Operating_Systems
1196,ftp:##ftp.cs.umd.edu#pub#realtime#sigplan-PLDI93.ps.gz,/Programming/Compiler_Design/,Programming
1197,http:##www.cs.wisc.edu#wpis#papers#toplas90.ps,/Programming/Debugging/,Programming
1213,http:##suif.stanford.edu#papers#smith92.ps,/Artificial_Intelligence/Machine_Learning/Rule_Learning/,Artificial_Intelligence
1237,http:##www.cs.iastate.edu#tech-reports#TR93-22.ps,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
1246,http:##www.cs.pitt.edu#~fiechter#papers#thesis.ps,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/,Artificial_Intelligence
1248,http:##c.gp.cs.cmu.edu:5103#afs#cs.cmu.edu#project#theo-6#web-agent#www#techrep.ps.Z,/Artificial_Intelligence/Agents/,Artificial_Intelligence
1249,http:##robotics.stanford.edu#people#marko#papers#lira.ps,/Information_Retrieval/Retrieval/,Information_Retrieval
1250,http:##www.cs.utk.edu#~cs494#reading-list#Schwartz-RD.ps,/Networking/Internet/,Networking
1253,ftp:##ftp.ksl.stanford.edu#pub#KSL_Reports#KSL-95-13.ps,/Artificial_Intelligence/Knowledge_Representation/,Artificial_Intelligence
1256,http:##www.isi.edu#ariadne#papers#97-ecp-sensing.ps,/Artificial_Intelligence/Planning/,Artificial_Intelligence
1257,ftp:##venera.isi.edu#sims#sss95#knoblock.ps.Z,/Artificial_Intelligence/Planning/,Artificial_Intelligence
1262,http:##www-eksl.cs.umass.edu#papers#oatesIEE97.ps,/Artificial_Intelligence/Agents/,Artificial_Intelligence
1263,http:##draz.cs.washington.edu#papers#www4#www4.ps,/Information_Retrieval/Digital_Library/,Information_Retrieval
1265,ftp:##venera.isi.edu#sims#sss95#shlomo.ps.Z,/Artificial_Intelligence/Planning/,Artificial_Intelligence
1266,http:##www.cs.ucla.edu#ldl#javademo#newldl.ps,/Databases/Deductive/,Databases
1272,ftp:##ftp.cs.utexas.edu#pub#mooney#papers#rapture-mlw-92.ps.Z,/Artificial_Intelligence/Machine_Learning/Theory/,Artificial_Intelligence
1283,http:##www.cs.utexas.edu#users#novak#tose97.ps,/Programming/Software_Development/,Programming
1284,ftp:##ftp.cs.umd.edu#pub#papers#papers#3394#3394.ps.Z,/Programming/Debugging/,Programming
1297,file:##ftp.cis.ohio-state.edu#pub#tech-report#1993#TR23.ps.gz,/Networking/Routing/,Networking
1306,http:##www.cs.ucsb.edu#~tyang#papers#PARA93.ps,/Data_Structures__Algorithms_and_Theory/Parallel/,Data_Structures__Algorithms_and_Theory
1319,http:##www.ri.cmu.edu#afs#cs.cmu.edu#project#garnet#doc#papers#marquiseCHI93.ps,/Human_Computer_Interaction/Interface_Design/,Human_Computer_Interaction
1327,http:##www.cs.pitt.edu#~gupta#research#Comp#icpp93.ps,/Programming/Compiler_Design/,Programming
